"","MAE","RMSE","NSE","MAPE","MAE","RMSE","NSE","MAPE","MAE","RMSE","NSE","MAPE"
"1",0.0634319726754983,0.105558017699547,0.996914242170948,0.91674090801258,0.125959143686459,0.15886803882319,0.992042941562084,2.06309755467377,0.110767851332565,0.182100994898854,0.991058852436267,1.49743943645566
"2",0.070502083784669,0.122844418231457,0.995820828018904,1.03842783918406,0.16169762827408,0.201452930405645,0.987205401642424,2.51767034058875,0.14362822653293,0.215065630006886,0.987528731007108,1.95147077023634
"3",0.0625115057792789,0.111216444929521,0.996574551796259,0.906062537937262,0.0759193126763193,0.106421619520049,0.996429416396366,1.3184095682641,0.134361264908217,0.260485334502339,0.981704883476067,1.66958031566489
"4",0.0611546172068241,0.108840137127145,0.996719367762023,0.89750055557022,0.0996247498779619,0.125524378753623,0.995032525570872,1.62339573594246,0.0999727594738046,0.161609884076116,0.992957863110862,1.38014259630225
"5",0.0611012056794303,0.108018149604992,0.996768732931808,0.887996843842075,0.113939385939189,0.146230366014225,0.993258529895082,1.8328913086452,0.109385362407956,0.191647896005566,0.990096772933955,1.46000764566377
"6",0.0719439736322977,0.11695613758501,0.996211865218666,1.03558876904948,0.123783724510267,0.157859159184405,0.992143682083606,2.02906198444448,0.109044805077241,0.178138750491807,0.991443711317853,1.49236316783799
"7",0.0614164345687142,0.104110526439284,0.996998290409782,0.900325798701244,0.108952767311031,0.143484742511466,0.993509309149446,1.76203467202692,0.104743662189114,0.178150659773819,0.991442567235942,1.41789965427016
"8",0.0624972926110933,0.104563233115856,0.996972128820223,0.923015861322092,0.0957060845530378,0.120220544150985,0.995443442472993,1.60179365660582,0.0939200943049591,0.167233540241249,0.992459235243124,1.27151009089009
"9",0.0625911651808845,0.113069891763072,0.996459428732728,0.911674150660746,0.137067901572679,0.17764264018377,0.990051126307002,2.17401294114133,0.110192133042541,0.187949825136651,0.990475274300268,1.49327609466019
"10",0.0652273875822606,0.112814319477838,0.996475416176125,0.955784867488648,0.0994057003963157,0.12708395856122,0.99490832180531,1.68353881364775,0.0994591567328527,0.16683709229218,0.992494945510362,1.39805898629486
