"","Type","Pre","Ori","MAE","RMSE","NSE","MAPE"
"1","Train",5.14025859208443,5.1377,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"2","Train",5.06994500523275,5.1172,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"3","Train",5.03892388353101,5.1112,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"4","Train",5.04077631870974,5.1607,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"5","Train",5.06881895229377,5.0466,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"6","Train",5.01369755905503,4.9034,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"7","Train",4.88902469193604,4.8991,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"8","Train",4.80295770363198,4.9796,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"9","Train",4.82926985722923,4.9711,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"10","Train",4.93741009340625,4.9718,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"11","Train",4.90280284719184,4.8742,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"12","Train",4.81127889893934,4.8579,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"13","Train",4.76057313947499,4.8491,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"14","Train",4.79212508719642,4.8985,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"15","Train",4.88149171229031,4.9684,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"16","Train",4.97156268210682,5.03,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"17","Train",5.03008320189724,5.1532,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"18","Train",5.10274153778146,5.1504,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"19","Train",5.14855646613579,5.1429,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"20","Train",5.13510587824644,5.1727,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"21","Train",5.09455171175104,5.1806,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"22","Train",5.09829466636142,5.1755,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"23","Train",5.13165518818377,5.207,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"24","Train",5.17740229233486,5.6896,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"25","Train",5.47759842061571,5.6368,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"26","Train",5.67855286958037,5.649,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"27","Train",5.79297069577373,5.6557,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"28","Train",5.69304670925206,5.7057,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"29","Train",5.66979755658097,5.8486,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"30","Train",5.75997743024432,5.9449,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"31","Train",5.82081039163924,5.7963,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"32","Train",5.79580957729013,5.6545,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"33","Train",5.6422532276321,5.8111,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"34","Train",5.6023689588665,5.885,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"35","Train",5.804093330214,6.0117,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"36","Train",5.97635011783998,5.9886,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"37","Train",6.00662988034857,6.0131,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"38","Train",5.96960385616055,6.1225,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"39","Train",6.04393779219517,6.2261,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"40","Train",6.17472992153746,6.2704,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"41","Train",6.27827052136978,6.3789,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"42","Train",6.34995653204382,6.3011,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"43","Train",6.34691107554878,6.314,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"44","Train",6.31373316557963,6.3239,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"45","Train",6.29075937489457,6.4911,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"46","Train",6.37672687343678,6.4497,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"47","Train",6.4354749359406,6.4436,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"48","Train",6.43195396117521,6.4804,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"49","Train",6.37998050958404,6.4076,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"50","Train",6.35918115857574,6.1546,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"51","Train",6.20634231196366,5.9837,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"52","Train",5.94346126307139,5.7831,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"53","Train",5.68932900150598,5.6061,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"54","Train",5.50142290225373,5.5672,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"55","Train",5.37404348569942,5.5351,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"56","Train",5.40292739615141,5.5195,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"57","Train",5.42663184820578,5.5292,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"58","Train",5.44485516322979,5.5111,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"59","Train",5.44985211675246,5.4785,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"60","Train",5.44337009132224,5.4961,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"61","Train",5.42770120267832,5.4583,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"62","Train",5.41820880961531,5.3569,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"63","Train",5.3291693239749,5.3643,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"64","Train",5.30558169215704,5.354,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"65","Train",5.28383151856451,5.3626,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"66","Train",5.3818002638202,5.4242,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"67","Train",5.41301180678656,5.5092,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"68","Train",5.46402930083804,5.4612,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"69","Train",5.47969391035243,5.4815,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"70","Train",5.43988388448438,5.4432,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"71","Train",5.34937943884527,5.4191,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"72","Train",5.35777252352894,5.4055,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"73","Train",5.28240892194827,5.2967,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"74","Train",5.29472318698775,5.2308,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"75","Train",5.15680363250208,5.1559,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"76","Train",5.12426812685542,5.1549,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"77","Train",5.0339459721348,5.0487,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"78","Train",5.04120038044735,5.1663,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"79","Train",4.9931395509529,4.9874,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"80","Train",5.02292079486985,4.8817,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"81","Train",4.85975801334652,4.8203,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"82","Train",4.74726996759836,4.7654,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"83","Train",4.63714143387966,4.626,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"84","Train",4.55794159266459,4.5848,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"85","Train",4.45424886977705,4.5543,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"86","Train",4.43274025304716,4.3895,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"87","Train",4.36089644947126,4.3799,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"88","Train",4.2951215213683,4.2883,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"89","Train",4.2111121525045,4.3135,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"90","Train",4.21407801719006,4.2162,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"91","Train",4.17092278180256,4.2312,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"92","Train",4.1890795563622,4.4434,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"93","Train",4.36894870148691,4.6532,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"94","Train",4.61562682636841,4.8764,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"95","Train",4.85339345002223,4.8944,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"96","Train",4.95897519464609,5.0529,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"97","Train",5.00452053783927,5.1219,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"98","Train",5.09266311792768,5.1598,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"99","Train",5.14644642735863,5.1659,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"100","Train",5.14580840914392,5.2601,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"101","Train",5.16480046979016,5.4458,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"102","Train",5.32273543875204,5.5979,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"103","Train",5.53809504242863,5.5881,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"104","Train",5.62777832310863,5.5576,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"105","Train",5.58774096848366,5.6019,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"106","Train",5.55444848482103,5.5699,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"107","Train",5.54120596960566,5.7413,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"108","Train",5.64548546813164,5.9404,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"109","Train",5.80907391606617,5.9283,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"110","Train",5.95682177528389,6.0397,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"111","Train",6.07035617518331,6.0859,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"112","Train",6.08846127925373,6.089,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"113","Train",6.13369841814165,5.841,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"114","Train",5.94290059012316,5.7998,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"115","Train",5.72242956620865,5.5817,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"116","Train",5.55418317878943,5.6483,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"117","Train",5.45713219984226,5.5479,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"118","Train",5.48194665809981,5.6716,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"119","Train",5.52676347948847,5.7375,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"120","Train",5.69640069098708,5.9255,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"121","Train",5.91870157767198,5.9622,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"122","Train",6.01882711119507,6.0303,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"123","Train",6.06903146365534,6.1007,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"124","Train",6.09617334047079,6.1582,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"125","Train",6.15533776227904,6.098,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
"126","Train",6.17087817005847,6.1566,0.0964792102502176,0.133504036688138,0.994362890934397,1.36470665187987
"127","Train",6.10585947112381,5.9661,0.0525839103781321,0.0861833081352341,0.997746634637011,0.820476163889575
"128","Train",6.02617394870573,6.033,0.129413337831095,0.166944780516654,0.990622559852251,2.04657034507594
