"","MAE","RMSE","NSE","MAPE","MAE","RMSE","NSE","MAPE","MAE","RMSE","NSE","MAPE"
"1",0.101907441900942,0.155206731251361,0.994632746796507,1.35947097350377,0.152901265058733,0.210032774763878,0.988135228736782,2.28371871296626,0.170088294311912,0.284632461611119,0.983681739704944,2.12664045447734
"2",0.10460200374619,0.157293183497419,0.994487472315943,1.36176776638672,0.135966274275876,0.186619763140943,0.990633000480454,2.08435912902516,0.144681313660835,0.249478627411083,0.987463633195449,1.82186545931912
"3",0.109530659061278,0.170061708219611,0.993556170315956,1.45193021365838,0.132781432662027,0.171693148369748,0.99207149765332,2.01300191799845,0.155815124305253,0.263446528629591,0.986020554041555,1.98638627885793
"4",0.106298126321563,0.160945446292533,0.994228504440429,1.37152723839747,0.147362032406525,0.194681831869937,0.989806200708184,2.24387236404852,0.142914836032535,0.235558591866819,0.988823575263985,1.82180731159418
"5",0.0968559592221721,0.14851486562728,0.99508559626778,1.28326284142334,0.110431103317707,0.153774421671864,0.993640053901961,1.69597618435225,0.140339758248218,0.235448914081618,0.988833980489537,1.78960087133489
"6",0.100881902768525,0.155717440134508,0.994597366711144,1.34034411415927,0.147878287969671,0.191172730167225,0.990170371260589,2.24566001711709,0.150120469178108,0.256941728582181,0.986702368863345,1.89171406740239
"7",0.11179018711085,0.160079509006688,0.994290442302857,1.44988746180066,0.130373979688477,0.17909695803308,0.991372963231601,2.02872463040652,0.152815423835358,0.269263355477893,0.985396414223608,1.92364677306234
"8",0.102037693099749,0.15693838372783,0.994512313032506,1.35659287931774,0.144486699388023,0.187102128357885,0.990584515217868,2.17019406328024,0.152087760314374,0.256285502659278,0.986770206088126,1.9158613511257
"9",0.0964898013183852,0.146180397790003,0.995238878575182,1.28593169073814,0.108089371672917,0.151600946323443,0.993818568588766,1.71848794054386,0.160187926281728,0.264147420589679,0.985946071260648,1.97960961556703
"10",0.0989092914977126,0.152600936392338,0.994811457529427,1.2980818604999,0.111566864099145,0.149461783116097,0.993991783846806,1.77627930444905,0.143109259858885,0.234681918891067,0.988906610544757,1.83427480663748
