"","MAE","MAPE","RMSE","NSE","MAE","MAPE","RMSE","NSE","MAE","MAPE","RMSE","NSE"
"1",0.0794034728066621,1.14114713274545,0.115574689519038,0.996301310645088,0.120672286982918,1.88771794461836,0.163767154681652,0.991541589799692,0.130185505673015,1.65654015507922,0.24399956408217,0.983890091995924
"2",0.0491802351220726,0.726982042996394,0.0906593852142574,0.997724127512001,0.146540970821351,2.25379311514414,0.197226515245626,0.987732226798949,0.128904346696135,1.6597593379116,0.219051029216687,0.987016088231436
"3",0.0649687738368799,0.926175647084404,0.100323747283427,0.997213045505655,0.145991396597224,2.29737648198504,0.197415925482377,0.987708652305425,0.127623454533206,1.65845098307142,0.207161708594076,0.988387280713177
"4",0.0796283071117076,1.24085964908502,0.122693773660704,0.995831618739179,0.140657340453519,2.24594980746685,0.18190177086771,0.989564602662123,0.1298458055025,1.74278074055898,0.216463630625145,0.98732100483618
"5",0.0492863495550342,0.734003264781798,0.0895001768835917,0.997781955914831,0.131173368097894,2.02938508478127,0.179506130914893,0.989837660298622,0.124817188894974,1.61694206992234,0.21360448082103,0.987653732654178
"6",0.0828305901071234,1.1402059225853,0.117798758840381,0.996157589009976,0.179612296691714,2.80682431450024,0.255579819903511,0.979399002220256,0.150846449418802,1.94272306497373,0.252486944314573,0.982749852527207
"7",0.0507192097479454,0.754377490208081,0.0916907592489344,0.997672050663807,0.100002783519258,1.6168577284742,0.129266411256514,0.994730049698327,0.116458596561897,1.4951620674105,0.207382948663207,0.988362463668233
"8",0.0840286079195196,1.30840572170099,0.122771112203594,0.995826362105099,0.0773567377383083,1.36395822270369,0.107373724401102,0.996363938914904,0.125773917855969,1.69917974104143,0.225103202688681,0.986288710281508
"9",0.0733755064189981,1.1160016754575,0.111456988732767,0.996560169861014,0.104580837413761,1.70162669967593,0.142221409417687,0.993620816541874,0.122576054980457,1.62596464194383,0.208567493036364,0.988229139806857
"10",0.050479459341068,0.748180907164544,0.0916007502516057,0.997676618922173,0.164419154345019,2.52989300488038,0.221194790158025,0.984569325037037,0.139460621372346,1.78969398078107,0.240815806484129,0.984307760122332
