"","MAE","MAPE","RMSE","NSE","MAE","MAPE","RMSE","NSE","MAE","MAPE","RMSE","NSE"
"1",0.227057169320752,2.16526164059844,0.347696393436709,0.995734608387394,0.451575083734319,5.30371071411196,0.648432426911962,0.988262077986666,0.300842020587871,2.86684569625824,0.43738083340691,0.992460177728837
"2",0.22883085144265,2.29432271734893,0.3446214085021,0.995809719990327,0.404691963629347,5.05258422641796,0.586700648639046,0.990390630206522,0.302760890351959,2.99127443989098,0.439940264366541,0.992371677660587
"3",0.276712844094378,2.66492276975279,0.410320660303065,0.994059741988105,0.441875829813009,6.48621283646883,0.609258852390363,0.989637477990837,0.334871769737372,3.35528837142112,0.472896124897408,0.991185998425888
"4",0.295426232408604,2.8091013612187,0.434088373292933,0.993351635124299,0.402460289529806,6.43493302186105,0.556121086767987,0.991366229596739,0.347903813439501,3.53154870485774,0.501428309905814,0.990090327244476
"5",0.202589770088429,1.94026918082144,0.316192465707647,0.996472544258756,0.363948386716028,4.19433074715919,0.54012578981464,0.991855740586015,0.289213393966088,2.71657454791408,0.424389281037114,0.992901437251219
"6",0.25035133288698,2.49645383287128,0.375630905180135,0.995021698760077,0.415874150648968,5.86187923231367,0.592015341023908,0.990215746609526,0.312936371926934,3.18260505368188,0.449078316823958,0.992051488888811
"7",0.280691235923582,2.98239335745011,0.388517073141007,0.994674274776966,0.569531602858517,6.14848775149911,0.825314117254589,0.980984825396716,0.343395920439015,3.5087678918386,0.46957354568264,0.991309418084365
"8",0.387993051541806,3.82256099195398,0.542391223964153,0.989620322819438,0.435496182691547,6.19614032379069,0.591672797153866,0.990227065797322,0.444369696413348,4.50701063492219,0.610239068266768,0.985322853478966
"9",0.249938216707968,2.49747240938474,0.372668213348293,0.995099919199724,0.506459619878673,6.69279671486082,0.764197874744406,0.983696778805205,0.31067190880982,3.10347961299098,0.451600849287239,0.991961942413848
"10",0.285453633255993,2.67715454435967,0.428227293515582,0.993529956106743,0.384286509119568,5.82288362684981,0.539242981133768,0.99188234160134,0.344969041774204,3.40244148041645,0.501010867990267,0.990106820094111
