"","MAE","MAPE","RMSE","NSE","MAE","MAPE","RMSE","NSE","MAE","MAPE","RMSE","NSE"
"1",0.0565050554067825,0.852277320570216,0.0808656059531365,0.997890250100559,0.135155117985323,2.28850390870505,0.171138143065822,0.988231430946816,0.0844000800629931,1.31689907805382,0.111517317888385,0.995088700759006
"2",0.0366073297318197,0.607640701727018,0.065141512955694,0.998630951080919,0.116709383857092,1.94901474474248,0.147440281279308,0.991265011638045,0.0718414239422955,1.10497432529585,0.0937902252988698,0.996526023126001
"3",0.0409782672692865,0.667528775858558,0.0687042656661987,0.998477102447803,0.146729053022091,2.38114300806182,0.186071619656179,0.986087976419308,0.0862549997432672,1.28933975408355,0.110662069614711,0.995163743335444
"4",0.036622561484323,0.604802968095134,0.0667575268451283,0.998562182508698,0.140732638399848,2.27980603097366,0.187021733153087,0.985945539350344,0.0707160496459261,1.08217656270651,0.0943138824358319,0.996487122456899
"5",0.045372994864129,0.741011235937934,0.0732429469466345,0.998269247752392,0.163987358405478,2.73836194271211,0.207114712582778,0.982763387026386,0.0934241011109316,1.43028638533981,0.122394484410747,0.994083900640983
"6",0.0372544328623682,0.609432162364987,0.0663477144209205,0.998579781329214,0.0580200206609271,1.11156593202476,0.0862873918288902,0.997008254040741,0.0559816851085539,0.877220105211765,0.0787281379810627,0.997552223704284
"7",0.0721569003399404,1.2666053759411,0.104642044058487,0.996467227155496,0.133856530795607,2.39010109234162,0.162850965559053,0.989343595310632,0.0877947085349852,1.35750392149967,0.119926517259741,0.994320080139038
"8",0.0413398934360095,0.674505710710484,0.0688032235942848,0.998472712288994,0.168193567390655,2.74283073663896,0.212450215964599,0.981863879902787,0.0833619013906189,1.28178813062879,0.107467053910484,0.995438975012439
"9",0.0393948441485068,0.65853800240807,0.0703209041730569,0.99840459048888,0.18718038385474,3.02565054320483,0.252200093102412,0.97444237377771,0.0958761400334738,1.51025557763031,0.127428428599058,0.99358724836608
"10",0.0465952811628961,0.734143538930296,0.0747310709578229,0.998198203675626,0.0982641045697226,1.78577811052943,0.126977536801517,0.99352136033891,0.0742394056161675,1.16967503802453,0.101646356652968,0.995919668968621
