"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",3.24332587823188,3.42303469743929,3.52424856352737,3.55180444829496,3.59194563656183,3.60303724273859,3.64138263022298,3.70561050965946,3.67919521417114,3.67668962353622,3.675927466866,3.84787071195645
"2",3.24392359227573,3.42193432933152,3.52022910777875,3.54991994540898,3.58808573737449,3.60022211846586,3.63771933502252,3.70163014545574,3.67677693020501,3.67446524513961,3.67310545869971,3.84286839206965
"3",3.24323686505044,3.41641643043457,3.51644732977122,3.54686524559813,3.58596132247992,3.59655371294836,3.63434248138997,3.69800999931276,3.67359235192827,3.67239135644827,3.67085485135614,3.83974397097852
"4",3.24268675096319,3.4166238303058,3.51677419390938,3.5458195443912,3.58550963163748,3.59767289702727,3.63552656526023,3.69705371260876,3.672603476067,3.67236682689488,3.67113456224106,3.84505511068011
"5",3.23968138818628,3.41636004089245,3.51476229075709,3.54370625837343,3.58329906579907,3.59750328573586,3.63467022778032,3.69591287085802,3.67223611137544,3.67152297444873,3.66989327566793,3.84747666535429
"6",3.24499541198809,3.42176948410927,3.52046575512501,3.54789749205337,3.58658598901632,3.60002802407817,3.63714077247365,3.69747835253931,3.67386902690345,3.67196699069844,3.67047870909548,3.84771145985412
"7",3.24851787190622,3.42516292399169,3.52400310058089,3.55050844682417,3.58841262967091,3.60050214118093,3.63811302161159,3.69878811266698,3.67483955455548,3.67282565935294,3.67156884569057,3.84659713155878
"8",3.25037225005622,3.42756482202397,3.52590709849667,3.55340645374866,3.59021299188117,3.60267358023955,3.64029767792662,3.69921562587342,3.67528561879666,3.67332775424412,3.6718482998815,3.84484882901917
"9",3.25187234311812,3.42529034088697,3.5257224860894,3.5547468506647,3.5923821186343,3.60198395143735,3.6406275633167,3.69905953138043,3.67441171336523,3.67281641600846,3.67154955085895,3.84028814640585
"10",3.25035703574649,3.42258111058571,3.52398306512584,3.55391789137209,3.59234400045132,3.60207307508945,3.6412522987564,3.69804417617327,3.67298005241067,3.67200297931327,3.66966285002918,3.8360458848694
"11",3.25235718087232,3.42466999416075,3.52615164553664,3.5561699655094,3.59544427933325,3.60380606377818,3.6441997297526,3.69947833402418,3.67317176992039,3.67119187023993,3.66942078759619,3.83329898872816
"12",3.34060074550326,3.50678125842812,3.58319321575885,3.61048690277299,3.65170825753225,3.64318472766736,3.69229288914493,3.73238550904118,3.69392599761872,3.68466965125441,3.69378049111917,3.84457673091452
"13",3.38329178296946,3.54180774912938,3.59744552257719,3.62926523375871,3.66784981602238,3.65363853480255,3.69432637718562,3.74136531279193,3.70868629339742,3.69512539576753,3.7021523517059,3.84282219378915
"14",3.40214439601807,3.55008367103108,3.60178989616261,3.63440034182835,3.65191039941167,3.64732802752878,3.68606910062437,3.73485032607396,3.71347452518771,3.6962438180686,3.69666141055628,3.83601365206101
