"","TrainMAE","TrainMAPE","TrainRMSE","TrainNSE","ValMAE","ValMAPE","ValRMSE","ValNSE","TestMAE","TestMAPE","TestRMSE","TestNSE"
"Dp5",0.0944933258034136,0.00991299986556868,0.130152149701888,0.999402330312113,0.332886463117819,0.0456374997262011,0.482434765739826,0.993502609584034,0.342689040716174,0.0320229971176501,0.493758036772208,0.990391181979854
"D12",0.0173669738401617,0.00271349281484558,0.0236548206183232,0.999819472818201,0.0699952535511774,0.0122522834856841,0.100649955688625,0.995929411463033,0.0715517776343436,0.010755281014032,0.102293401752696,0.995867555711492
"DAT",0.887355805130522,0.0627339743259846,1.16340781646064,0.955152689878622,2.48485292469937,1.4397221100604,3.26450029549207,0.751081456872826,2.18305603985421,0.219551210228327,2.82495449088681,0.665014895254256
