Date_GMT,Water_temperature,Water_temperature,Water_temperature,Water_temperature,Water_temperature,Water_temperature,Water_temperature,Water_temperature,Water_temperature,Water_temperature,Water_temperature,Water_temperature,Air_Temperature,Pyranometer,Wind_Speed
,5.8637,5.8743,5.6848,5.8123,5.8268,5.0834,5.7902,5.8286,5.6251,5.7919,5.8111,5.5699,10.484,31.343,4.82836416
,6.0475,6.059,5.8848,6.0068,6.0369,5.3283,5.9953,6.0231,5.7551,5.9195,5.885,5.5487,10.048,-0.67133,2.9696312
,6.0303,6.0552,5.938,6.0325,6.0398,5.4734,6.0281,6.0552,5.8487,6.0073,6.0117,5.8177,6.2829,159.26,8.6023112
,5.9777,6.0008,5.8701,5.9681,5.9827,5.4417,5.9818,6.0207,5.7785,5.9794,5.9886,5.7843,7.7877,-0.62947,4.47929232
,6.0124,6.0407,5.8817,5.9964,6.0038,5.4744,6.0112,6.0657,5.7812,6.0043,6.0131,5.7927,9.6097,72.557,7.4649728
,6.1234,6.1559,5.9858,6.1062,6.1188,5.65,6.1275,6.169,5.8877,6.1159,6.1225,5.9021,9.9831,-1.4266,6.8728984
,6.2442,6.2809,6.0598,6.2014,6.2161,5.7337,6.2265,6.2665,5.9626,6.2266,6.2261,6.0052,10.745,114.23,7.7561232
,6.3661,6.4057,6.2,6.3397,6.3494,5.8924,6.3537,6.3859,5.9716,6.2835,6.2704,5.9682,9.9589,-0.67132,3.76391624
,6.4521,6.4886,6.2604,6.3889,6.3914,5.9043,6.401,6.4598,5.9482,6.3735,6.3789,6.1178,10.326,118.06,3.61036784
,6.4647,6.4927,6.3168,6.4244,6.4326,5.9941,6.3981,6.4211,5.9689,6.3043,6.3011,6.0559,9.1886,-0.79735,0.284612376
,6.5183,6.5562,6.3652,6.4664,6.465,6.0268,6.4565,6.4773,5.9982,6.3507,6.314,6.0242,8.5866,60.682,2.48470632
,6.4966,6.5388,6.3751,6.48,6.4995,6.0838,6.5065,6.5502,6.056,6.3567,6.3239,6.0918,8.8894,-0.62948,3.0509064
,6.5901,6.6319,6.4698,6.5529,6.5752,6.1544,6.5851,6.6341,6.2217,6.5462,6.4911,6.1159,9.8781,12.629,5.609532
,6.5805,6.6286,6.4957,6.5713,6.578,6.2134,6.5776,6.6048,6.2742,6.5108,6.4497,6.1991,5.87,-2.5179,1.76228296
,6.5119,6.559,6.3991,6.4863,6.5013,6.0976,6.492,6.5259,6.1647,6.4617,6.4436,6.2408,6.49,113.59,2.24504736
,6.4689,6.5106,6.3262,6.4616,6.4859,6.1333,6.5053,6.5396,6.1879,6.4788,6.4804,6.2932,7.2269,-0.62946,4.50372632
,6.3889,6.4277,6.2901,6.3867,6.412,6.0918,6.4283,6.4637,6.1557,6.4081,6.4076,6.2701,5.534,155.43,8.6578664
,6.1478,6.1844,6.0576,6.148,6.1717,5.9102,6.1981,6.2288,5.9326,6.1676,6.1546,6.0291,5.7065,-1.2173,7.430508
,5.9643,6.0052,5.8524,5.9727,5.9869,5.7121,6.0194,6.0559,5.7302,5.9864,5.9837,5.8468,5.2422,130.97,6.76436
,5.744,5.7847,5.6994,5.7778,5.8007,5.621,5.8301,5.856,5.6004,5.7884,5.7831,5.6805,1.5823,-3.1066,0.74917216
,5.647,5.6988,5.5479,5.6393,5.6551,5.432,5.6709,5.6958,5.3721,5.6149,5.6061,5.4244,4.1906,85.936,3.53269344
,5.5571,5.6131,5.4062,5.5366,5.5676,5.3589,5.593,5.6213,5.2998,5.5678,5.5672,5.4171,6.2806,-0.33579,3.8960656
,5.5335,5.5962,5.331,5.4753,5.5384,5.3091,5.5571,5.5956,5.2694,5.5338,5.5351,5.3703,6.2466,67.102,3.4446796
,5.4914,5.5565,5.3267,5.4622,5.5288,5.3478,5.5476,5.5714,5.303,5.5227,5.5195,5.379,4.7775,-0.62962,1.8667576
,5.5196,5.5802,5.3199,5.4754,5.5368,5.3581,5.5579,5.5863,5.3436,5.5411,5.5292,5.3803,4.941,39.836,1.54618352
,5.5021,5.5673,5.2941,5.469,5.5269,5.3287,5.5419,5.567,5.3393,5.5198,5.5111,5.3743,5.7086,-1.9304,1.12195784
,5.4951,5.5633,5.2326,5.4412,5.4878,5.2766,5.5092,5.5406,5.294,5.4828,5.4785,5.3189,7.0957,52.456,5.951608
,5.501,5.5693,5.2759,5.4594,5.506,5.3333,5.5294,5.5449,5.3443,5.5061,5.4961,5.3684,4.8136,-0.33579,0.68934744
,5.4978,5.5709,5.1858,5.4362,5.4558,5.2104,5.4595,5.4825,5.2479,5.4388,5.4583,5.2774,7.3487,140.25,3.05455864
,5.4069,5.4582,5.1959,5.3761,5.4002,5.2427,5.4163,5.4275,5.2716,5.3746,5.3569,5.2452,1.9116,-0.83956,0.05514368
,5.4072,5.4767,5.1073,5.3501,5.3723,5.1569,5.3824,5.4014,5.2017,5.3706,5.3643,5.1944,8.8811,18.554,2.90990936
,5.5477,5.5899,5.1592,5.4023,5.4216,5.1901,5.4197,5.4239,5.2157,5.3632,5.354,5.1867,10.539,-0.16784,1.11228712
,5.5774,5.6449,5.2982,5.5027,5.5457,5.3025,5.4969,5.4661,5.2639,5.3818,5.3626,5.1951,8.2945,17.038,1.77550304
,5.6706,5.7373,5.4015,5.5967,5.6146,5.3707,5.5467,5.5157,5.3317,5.4459,5.4242,5.211,8.3399,-0.41966,1.99864976
,6.0195,5.9217,5.3675,5.6461,5.6636,5.2983,5.6126,5.5935,5.3285,5.5379,5.5092,5.2203,9.1478,308.44,0.17569332
,6.2177,6.2475,5.7183,5.6937,5.6922,5.5666,5.6383,5.6066,5.4956,5.4872,5.4612,5.3311,1.168,-2.8964,0.001929
,5.75,5.7723,5.4989,5.6318,5.6337,5.3626,5.5883,5.5267,5.3055,5.4711,5.4815,5.2587,5.9502,299.38,0.14369764
,5.6512,5.6867,5.6581,5.644,5.6391,5.5322,5.5855,5.5542,5.4992,5.4871,5.4432,5.3827,-0.34074,-3.3589,0.002268504
,5.567,5.6007,5.4403,5.497,5.4794,5.258,5.4815,5.4655,5.3096,5.4271,5.4191,5.2132,8.0606,296.28,0.000169752
,5.5995,5.6182,5.5752,5.5184,5.4937,5.4324,5.4973,5.4754,5.4279,5.437,5.4055,5.349,-0.88648,-3.527,0
,5.4524,5.469,5.3754,5.3752,5.3556,5.2063,5.3314,5.3282,5.2227,5.3041,5.2967,5.1354,6.3294,311.12,0.020308512
,5.3726,5.3928,5.4032,5.3788,5.3934,5.332,5.3818,5.3752,5.3205,5.2841,5.2308,5.2062,-0.57597,-3.2751,0
,5.3429,5.3301,5.2226,5.2416,5.2296,5.0351,5.2169,5.2109,5.0723,5.1661,5.1559,4.9718,7.7777,329.79,0.034433936
,5.2353,5.2513,5.2794,5.2416,5.2464,5.1799,5.2451,5.2204,5.1799,5.1765,5.1549,5.1068,-0.82971,-2.9392,0.014521512
,5.1865,5.2133,5.0941,5.1121,5.1061,4.9458,5.0992,5.0997,5.0016,5.0738,5.0487,4.8547,8.1851,346.06,3.48778632
,5.1221,5.1469,5.1681,5.1687,5.1871,5.1455,5.2197,5.2134,5.1866,5.1968,5.1663,5.0947,0.34996,-3.5267,0.257441768
,5.2116,5.2443,5.0172,5.0484,5.052,4.8793,5.0391,5.027,4.9188,4.9936,4.9874,4.8411,6.6521,326.81,1.39417832
,5.0589,5.104,5.1196,5.0736,5.0619,4.9955,5.0428,5.0227,4.9973,4.9507,4.8817,4.8372,-2.3058,-3.6951,0.001249992
,4.9949,5.004,4.8801,4.8895,4.8829,4.7555,4.8897,4.8791,4.7925,4.823,4.8203,4.6944,3.6212,333.63,0.06234528
,4.8744,4.8997,4.9199,4.8946,4.9009,4.8509,4.8883,4.8657,4.8214,4.7949,4.7654,4.7469,-3.9042,-4.116,0
,4.8201,4.8372,4.726,4.7044,4.6869,4.5654,4.6756,4.6756,4.6052,4.6334,4.626,4.5265,2.3455,372.56,0.231572592
,4.662,4.6818,4.7392,4.7064,4.7114,4.6863,4.7285,4.7048,4.6782,4.6255,4.5848,4.5735,-3.8208,-3.822,0
,4.7036,4.6777,4.5999,4.5849,4.5692,4.4361,4.5582,4.5638,4.4912,4.5251,4.5543,4.4541,3.8081,381.72,0.018662432
,4.5025,4.5357,4.5944,4.5677,4.5809,4.5595,4.6007,4.5742,4.5419,4.4312,4.3895,4.398,-4.7741,-3.7802,0
,4.4773,4.4858,4.4947,4.4439,4.4212,4.3094,4.3787,4.3568,4.2941,4.3405,4.3799,4.2822,5.311,372.12,0
,4.4052,4.4056,4.4563,4.4114,4.3912,4.3661,4.407,4.4096,4.3807,4.339,4.2883,4.2681,-4.2252,-3.8219,0
,4.2902,4.3049,4.3412,4.3053,4.3149,4.2861,4.3499,4.3458,4.3208,4.3169,4.3135,4.2797,-0.11184,103.53,0.93445904
,4.2361,4.2489,4.2451,4.2322,4.2589,4.1833,4.289,4.2943,4.2195,4.2431,4.2162,4.1264,6.5894,-1.3435,3.61978136
,4.2715,4.3132,4.2331,4.2159,4.2686,4.0886,4.255,4.2747,4.1841,4.2666,4.2312,4.1126,9.7975,54.681,5.1686912
,4.4958,4.5284,4.4567,4.4603,4.4888,4.2954,4.4606,4.4791,4.3461,4.4707,4.4434,4.2955,11.807,-1.1328,6.921252
,4.7508,4.7913,4.6747,4.6753,4.7306,4.4727,4.7033,4.7224,4.5664,4.7174,4.6532,4.5254,11.324,220.63,7.4572568
,4.8726,4.9228,4.8417,4.8582,4.8952,4.7093,4.8867,4.907,4.7788,4.9045,4.8764,4.7593,8.4503,-2.0563,2.91731672
,4.9318,4.9775,4.8677,4.8873,4.942,4.7429,4.932,4.947,4.8083,4.9292,4.8944,4.715,9.309,42.385,3.18783968
,5.0496,5.1038,5.002,4.9982,5.0728,4.8659,5.0583,5.08,4.9575,5.0849,5.0529,4.8531,8.9705,-0.41965,6.2093224
,5.254,5.3103,5.1767,5.1678,5.2383,5.0051,5.2058,5.2025,5.0535,5.1978,5.1219,4.9246,8.0668,252,3.30584304
,5.3237,5.3792,5.3258,5.3022,5.3075,5.1399,5.2669,5.2511,5.1405,5.2154,5.1598,5.0101,4.6711,-3.0639,2.03918448
,5.255,5.3093,5.2057,5.2066,5.2513,5.0862,5.2417,5.2411,5.1186,5.2108,5.1659,5.0298,6.0988,102.55,3.07847824
,5.2663,5.3123,5.1999,5.2002,5.2777,5.0869,5.2684,5.2784,5.1466,5.2769,5.2601,5.0386,9.2268,-0.25179,4.82887856
,5.4552,5.5028,5.368,5.3987,5.4681,5.2596,5.4601,5.4701,5.341,5.4659,5.4458,5.2621,8.1334,360.85,9.2293648
,5.5615,5.602,5.5274,5.5296,5.5958,5.4473,5.5958,5.6076,5.508,5.6065,5.5979,5.4476,7.3918,-0.96518,4.60243968
,5.6304,5.6667,5.5117,5.515,5.6001,5.3991,5.5854,5.5968,5.4778,5.5991,5.5881,5.4013,8.2345,301.27,3.66931808
,5.6587,5.7118,5.6231,5.5981,5.6329,5.5097,5.6211,5.6264,5.5454,5.5864,5.5576,5.4529,3.7646,-1.8465,0.5604388
,5.7204,5.7715,5.6265,5.5815,5.6181,5.398,5.5892,5.6035,5.4855,5.603,5.6019,5.4254,8.8773,366.65,3.21896088
,5.8354,5.8767,5.8136,5.7414,5.6984,5.5588,5.6854,5.6922,5.5981,5.6058,5.5699,5.4457,5.5544,-1.3429,0.101604288
,5.7136,5.752,5.678,5.7,5.7581,5.5807,5.7494,5.758,5.6748,5.7468,5.7413,5.59,6.9137,27.571,6.0092208
,5.939,5.9696,5.8738,5.8978,5.959,5.7788,5.953,5.96,5.8773,5.9648,5.9404,5.7918,8.5788,-0.62947,8.145524
,5.9545,5.9927,5.8678,5.9085,5.9633,5.7688,5.9579,5.9635,5.864,5.9527,5.9283,5.7955,7.8239,251.54,5.614676
,6.057,6.1051,5.9937,6.0191,6.0838,5.9038,6.0701,6.0801,5.989,6.0842,6.0397,5.8894,10.86,-0.4196,7.1799952
,6.0685,6.1176,6.0195,6.0459,6.1031,5.9436,6.1041,6.1128,6.0212,6.113,6.0859,5.9714,7.9021,67.228,2.99910632
,6.0747,6.1142,6.0621,6.0836,6.126,6.0147,6.131,6.1307,6.0658,6.1144,6.089,6.0247,5.1867,-1.5109,4.41242032
,5.976,6.0185,5.9405,5.9322,5.9406,5.8469,5.9166,5.9082,5.8715,5.882,5.841,5.7902,4.7494,435.34,3.2605244
,5.7981,5.8277,5.8514,5.8336,5.8622,5.8058,5.8673,5.8633,5.8327,5.8311,5.7998,5.7387,-0.00766,-2.9812,0
,5.8993,5.9052,5.8621,5.7304,5.7112,5.6814,5.7135,5.6983,5.6601,5.6291,5.5817,5.6688,5.6636,395.06,2.27138464
,5.7667,5.7943,5.7945,5.7639,5.7673,5.6936,5.7359,5.7274,5.6935,5.6799,5.6483,5.5912,-1.6472,-3.7788,0.187380488
,5.6556,5.6754,5.6486,5.6254,5.6452,5.563,5.6468,5.623,5.5651,5.5853,5.5479,5.4211,4.3717,50.889,1.93419544
,5.7206,5.7494,5.6897,5.6912,5.7451,5.5832,5.7237,5.7302,5.6311,5.6996,5.6716,5.5381,8.8648,-1.5527,4.96437152
,5.8126,5.8403,5.7251,5.7596,5.798,5.565,5.7706,5.7914,5.6684,5.77,5.7375,5.5539,9.9061,199.23,6.219096
,5.9367,5.9814,5.898,5.9131,5.9796,5.8172,5.9856,5.9932,5.894,5.9843,5.9255,5.6819,8.3832,-0.62948,6.1836024
,5.9912,6.0405,5.9322,5.9678,6.027,5.8544,6.0049,6.0157,5.9088,5.997,5.9622,5.794,7.2786,283.18,5.8086048
,6.065,6.1089,6.037,6.0545,6.1031,5.9436,6.0898,6.0918,6.005,6.0816,6.0303,5.7942,7.3915,-0.62947,3.62924632
,6.1151,6.1587,6.0616,6.0674,6.1546,5.9704,6.1435,6.1565,6.0413,6.1563,6.1007,5.9529,9.1039,67.354,7.417648
,6.1677,6.2093,6.1318,6.1608,6.2143,6.0566,6.2101,6.2212,6.1278,6.2171,6.1582,5.967,7.2306,-0.8393,2.65929368
,6.24,6.287,6.1997,6.1732,6.2288,6.1133,6.1969,6.2036,6.1448,6.1675,6.098,6.0793,7.1165,395.22,4.88355928
,6.1624,6.1804,6.1676,6.1626,6.2017,6.1158,6.219,6.2187,6.1702,6.1981,6.1566,6.0602,3.6031,-2.2248,2.0784332
,6.2059,6.2162,6.1183,6.1032,6.1517,5.9826,6.1225,6.1077,5.997,6.0343,5.9661,5.7589,5.8825,279.43,0.76228936
,6.3276,6.3542,6.2594,6.1522,6.1707,6.0407,6.1339,6.1153,6.0449,6.0687,6.033,5.9204,5.9108,-2.0989,2.53208256
,6.1818,6.2072,6.1606,6.1595,6.1906,6.0848,6.1739,6.1651,6.1173,6.134,6.0957,5.9677,6.4902,107.18,4.21324464
,6.1563,6.1812,6.1442,6.1541,6.1835,6.0726,6.1925,6.1848,6.1311,6.1701,6.1514,6.0553,5.4812,-0.62953,6.9490296
,6.1169,6.1402,6.0884,6.0724,6.1111,6.006,6.1126,6.1164,6.0681,6.1071,6.0905,5.995,7.9187,552.42,7.4531416
,6.0908,6.1162,6.1145,6.1002,6.1316,6.05,6.1476,6.1484,6.1145,6.1452,6.1284,6.0633,6.5491,-1.8884,4.1668972
,6.0959,6.1125,6.092,6.0533,6.0803,5.9959,6.0706,6.0675,6.0231,6.0349,6.0139,5.9573,7.9498,149.9,2.93429192
,6.0427,6.0705,6.0736,6.0613,6.0971,6.01,6.1059,6.1027,6.0598,6.0856,6.077,5.9951,6.6366,-1.7627,2.6180388
,6.2064,6.1972,6.1186,5.9897,6.0144,5.9526,6.0121,6.0165,5.996,5.9925,5.9699,5.9432,8.7087,251.5,1.79736504
,6.5433,6.5028,6.3684,6.2698,6.2116,6.0126,6.0459,6.0356,5.9988,6.0133,6.0008,5.943,5.8286,-0.62947,0.000056584
,6.5452,6.5239,6.4375,6.2826,6.2366,6.0742,6.0928,6.0739,6.0192,6.0352,6.0135,5.9343,8.71,198.28,0.28739528
,6.5094,6.5337,6.5231,6.4706,6.4564,6.3403,6.4327,6.4357,6.3731,6.3841,6.3405,6.0551,7.9235,-0.62947,3.6208616
,6.4463,6.4588,6.4549,6.3832,6.4051,6.3457,6.3966,6.395,6.3709,6.3594,6.34,6.3025,7.7759,427.7,4.446988
,6.4928,6.5207,6.5563,6.5192,6.5495,6.5036,6.5543,6.551,6.5249,6.5126,6.4897,6.4543,6.0744,-2.3081,3.66489424
,6.4467,6.4586,6.4751,6.4015,6.4182,6.4076,6.4267,6.4124,6.4036,6.3675,6.3335,6.3167,5.5159,606.53,3.21109056
,6.5335,6.5684,6.6008,6.5673,6.5851,6.5608,6.6011,6.5824,6.5392,6.463,6.3674,6.3309,2.0557,-1.679,0.343274552
,6.6078,6.5907,6.5282,6.4278,6.4155,6.3758,6.3929,6.368,6.3498,6.3213,6.2901,6.279,5.8759,421.6,1.49258304
,6.6119,6.6311,6.6588,6.5303,6.4432,6.3722,6.3949,6.3611,6.345,6.3062,6.2668,6.2623,0.29385,-3.9038,0
,6.5232,6.5194,6.456,6.3307,6.3277,6.3063,6.3307,6.3152,6.3052,6.2689,6.2264,6.1993,7.3107,499.61,2.7530688
,6.585,6.5907,6.5319,6.4387,6.3803,6.3263,6.3518,6.324,6.3049,6.2689,6.238,6.2288,2.7647,-2.3927,0.346561568
,6.3989,6.4104,6.4263,6.3862,6.3883,6.3423,6.3886,6.3893,6.3468,6.3188,6.2855,6.2209,8.2761,79.942,4.11653744
,6.424,6.4456,6.4815,6.4383,6.4518,6.4157,6.466,6.4639,6.4439,6.4226,6.4039,6.3947,6.939,-1.8045,4.80933136
,6.4641,6.4693,6.4653,6.386,6.3925,6.3663,6.3867,6.3718,6.3571,6.3175,6.2922,6.2891,7.6023,517.28,3.9914868
,6.3026,6.3177,6.3659,6.3358,6.3504,6.3333,6.3743,6.3665,6.3539,6.324,6.2977,6.3001,3.1696,-1.3852,6.5519128
,6.0381,6.0444,6.0719,6.0255,6.0362,6.0168,6.0521,6.0423,6.028,6.0012,5.982,5.9905,4.3949,366.92,3.60892752
,6.103,6.1211,6.1575,6.1258,6.137,6.1199,6.1575,6.1454,6.1346,6.1028,6.0747,6.0803,3.0818,-1.5952,1.5082208
,6.1762,6.1708,6.0946,5.9728,5.9778,5.9565,5.983,5.971,5.9665,5.9346,5.8985,5.8983,4.5324,621.94,2.77426208
,6.2041,6.2358,6.286,6.2088,6.1207,6.0449,6.0324,6.0156,5.9977,5.9555,5.9175,5.848,1.5561,-2.1828,1.1926364
,6.1044,6.1083,6.1266,6.0527,6.0272,5.9494,5.968,5.9381,5.8981,5.8748,5.8464,5.8377,4.6913,451.88,2.77400488
,6.0209,6.0435,6.0958,6.0642,6.0485,5.9656,5.9953,5.9687,5.9442,5.9076,5.8749,5.8598,1.6217,-2.2247,1.5218524
,6.0609,6.064,6.0246,5.9543,5.9309,5.8858,5.9234,5.9149,5.8897,5.8723,5.8571,5.8048,5.7514,393.4,2.90527976
,6.2522,6.2745,6.2245,6.0231,5.9994,5.9234,5.944,5.9017,5.881,5.8497,5.8283,5.8091,3.1735,-1.2592,0.100467464
,6.2997,6.2763,6.2413,6.164,6.1387,6.0411,6.0336,6.0078,5.9639,5.9005,5.8723,5.8402,5.0335,163.66,0.291423032
,6.3408,6.3751,6.238,6.1649,6.0772,5.9732,5.994,5.974,5.9171,5.8945,5.876,5.8466,3.2236,-0.6296,0.228506768
,6.5138,6.5212,6.3041,6.1482,6.0958,6.0212,6.0157,5.9726,5.9411,5.8909,5.8603,5.8486,7.5754,405.84,2.53074512
,6.5855,6.6065,6.4559,6.213,6.1614,6.0321,6.0145,5.9906,5.9588,5.922,5.8903,5.8637,2.1032,-0.8815,0.65524272
,6.2556,6.2871,6.2539,6.1863,6.1123,5.9207,5.9772,5.9605,5.8978,5.9192,5.8871,5.7648,8.0338,148.11,2.9814624
,6.1487,6.1809,6.1751,6.1602,6.1752,6.0844,6.1525,6.134,6.0637,6.0436,5.9644,5.8072,6.3741,-0.92321,3.48264232
,6.2417,6.2726,6.2262,6.1591,6.172,6.0489,6.0917,6.0774,5.9828,5.9487,5.8831,5.7947,8.8852,278.82,4.17903704
,6.2688,6.3094,6.2734,6.2565,6.2963,6.1633,6.2744,6.2037,6.0947,6.1375,6.0669,5.8884,6.3582,-0.37768,2.12092264
,6.2346,6.2828,6.2211,6.1827,6.2505,6.0735,6.2285,6.2437,6.1511,6.174,5.9952,5.8371,8.1624,240,3.3466864
,6.5136,6.5384,6.5477,6.4952,6.4886,6.3949,6.4429,6.3886,6.3013,6.2434,6.1263,6.0057,2.0058,-2.4346,0.007716
,7.2609,6.6701,6.5113,6.3886,6.3847,6.3438,6.3399,6.2681,6.2299,6.1827,6.1046,6.0562,10.721,562.55,1.61475304
