"measurements","predictions"
6.330072,6.14816206328384
6.333532,6.14814592284038
6.339629,6.16455201118518
6.359678,6.21813728911932
6.341372,6.2051461478778
6.337885,6.22846835996305
6.332661,6.23450448984063
6.322217,6.22584674394384
6.264754,6.24398958086655
6.229928,6.22581968790524
6.229928,6.2422456038534
6.229935,6.24741036782977
6.229935,6.24741414505128
6.229935,6.25083600516372
6.236023,6.25687511845781
6.298712,6.27676464407152
6.329188,6.25858002549908
6.337702,6.25510568688116
6.375039,6.2499079249989
6.479768,6.23952859951941
6.418355,6.18247348760876
6.535271,6.14788905382914
6.479925,6.14787700295439
6.452861,6.1478710654046
6.454468,6.14785685232477
6.362187,6.14784324018484
6.479849,6.1538742500029
6.45525,6.21609330964701
6.399349,6.24633373329162
6.340907,6.25477248722679
6.337556,6.2918225718483
6.329114,6.39576400123263
6.319613,6.3347940019356
6.24995,6.45082828772169
6.229928,6.39588270747116
6.229925,6.36900745192755
6.228045,6.37059078943178
6.222297,6.27898017313455
6.20149,6.39575928687247
6.183946,6.37133148154747
6.232399,6.31583309067802
6.218219,6.25781075193568
6.232006,6.25447298997907
6.215334,6.2460818277543
6.201895,6.23663979212578
6.21374,6.16747588489623
6.221098,6.14758875633757
6.211052,6.14757439382228
6.22524,6.14569639385772
6.218683,6.13997874431384
6.212997,6.11931200086391
6.222362,6.10188431055434
6.22524,6.14997339694524
6.229928,6.13588564077054
6.229927,6.1495610290223
6.229935,6.1329994706158
6.229935,6.11964735350152
6.229935,6.13139537377979
6.229935,6.13868900701808
6.229935,6.12870575068997
6.229935,6.14277972296586
6.229935,6.13626001867324
6.228997,6.13060501231027
6.211128,6.13989105105054
6.172766,6.14273735399155
6.154903,6.14738113507393
6.210249,6.14737153171778
6.214935,6.14737056473013
6.218887,6.1473599204187
6.229935,6.14734925322777
6.228997,6.14733866631115
6.228059,6.14732795660102
6.228059,6.1473164648133
6.224308,6.14730487239749
6.225245,6.14636252988568
6.196198,6.1286131338782
6.185895,6.09052122492938
6.181205,6.07278068467666
6.204629,6.12771370885033
6.210249,6.13235560322902
6.220559,6.1362687924114
6.223369,6.14722592490364
6.223372,6.14628474508727
6.15404,6.14534341736439
6.035972,6.14533340228849
6.020045,6.14160009113146
6.011538,6.14252046701708
5.985371,6.1136748090395
5.960009,6.10343786806486
5.8916,6.09877284780044
5.831583,6.12201622277972
5.785814,6.12758564370497
5.789558,6.13781092755002
5.788627,6.14059073776578
5.785682,6.14058433764519
5.790433,6.07174917441826
5.785611,5.95452723942314
5.782,5.93870524879259
5.780197,5.93025086200409
5.781065,5.90426181697338
5.78488,5.87907200868716
5.782004,5.81114284653141
5.782938,5.75154332923744
5.864429,5.70608964330818
5.946952,5.70979854268447
5.95258,5.70886552913409
5.89543,5.7059323680818
5.891685,5.71064113653823
5.922598,5.70584419505065
5.919789,5.70225017820548
5.918852,5.7004522357833
5.89637,5.70130581642046
5.864518,5.70508520170364
5.880441,5.70222105729848
5.873886,5.70314030687568
5.88325,5.78404575372131
5.906606,5.86597189702417
5.871077,5.8715519990488
5.819549,5.81480297436644
5.843907,5.81107836228081
5.884189,5.84176248966253
5.840155,5.83896529973675
5.787694,5.83802698206708
5.783945,5.81569797294428
5.781134,5.78406557780355
5.780197,5.79986732852205
5.782071,5.79335168318775
5.780197,5.80264134922314
5.782071,5.82582323644355
5.780197,5.79054065257872
5.781134,5.73937144257899
5.780197,5.76354870399243
5.781134,5.80353558559064
5.80302,5.75980743369018
5.780197,5.70771062569369
5.780197,5.70398053103573
5.780197,5.70118182694407
5.780197,5.70024396205973
5.780197,5.70209743561407
5.780197,5.70022904499907
5.809113,5.70208263365469
5.780197,5.70021460289446
5.780197,5.7011378811241
5.780197,5.70020046844271
5.780197,5.70112400348228
5.780197,5.72284792716898
5.780197,5.7001798889553
5.780197,5.70017301924952
5.780197,5.70016570340728
5.780197,5.70015871379288
5.780197,5.70015200902204
5.780197,5.70014522537105
5.785819,5.72884943426982
5.780197,5.70013211502785
5.782071,5.70012538986524
5.780197,5.7001190883368
5.781134,5.7001132048466
5.780197,5.70010706323392
5.780197,5.70010130515157
5.780197,5.70009520259744
5.780197,5.70008863357128
5.780197,5.70008242536383
5.781134,5.70007587518618
5.780197,5.70007015085313
5.80824,5.70564567011133
5.780197,5.70005693566365
5.780197,5.70191134704308
5.780197,5.70004395720287
5.780197,5.70096826517408
5.780197,5.70003183181908
5.780197,5.7000256805993
5.781067,5.70002004656152
5.780197,5.70001374280918
5.780197,5.70000780705744
5.781067,5.70093223856172
5.780197,5.69999617170018
5.780197,5.72783376869372
5.799138,5.6999842700171
5.780197,5.69997862434119
5.780197,5.69997305168629
5.780197,5.69996754399504
5.780197,5.69996137328994
5.780197,5.69995600316911
5.780197,5.70081478204194
5.780197,5.6999454616759
5.780197,5.69994046554073
5.780197,5.70079841513683
5.788019,5.69992932931106
5.799321,5.69992475204623
5.781935,5.71872584929512
5.788017,5.6999149806217
5.781932,5.69990978686778
5.781937,5.69990400674442
5.782802,5.69989923189722
5.781937,5.69989382739195
5.780197,5.69988745712604
5.780197,5.69988294068017
5.780197,5.69987811075451
5.781936,5.69987274410885
5.781065,5.70763451107201
5.780197,5.71885134644083
5.780197,5.70158535638307
5.780197,5.70761939862804
5.780197,5.70157303204706
5.781067,5.7015734130849
5.781065,5.70242805765823
5.780197,5.70156451686523
5.781067,5.69983228682726
5.780197,5.69982757570913
5.780197,5.69982318235475
5.781065,5.70154553271782
5.780197,5.70067685423727
5.780197,5.69981104431384
5.780197,5.69980718007138
5.780197,5.69980311916314
5.780197,5.69979931373191
5.780197,5.70065922911725
5.780197,5.70065325815402
5.780197,5.69978749400218
5.780197,5.70064746310423
5.780197,5.69977988777327
5.780197,5.69977601031435
5.780197,5.70063410395483
5.780197,5.69976860552283
5.780197,5.69976493777425
5.780197,5.69976142547052
5.780197,5.69975840434225
5.780197,5.69975666499277
5.780197,5.69975329309183
5.780197,5.6997500352158
5.780197,5.69974643629782
5.780197,5.69974330357885
5.780197,5.6997402016745
5.7984,5.69973671487029
5.780197,5.69973365230059
5.780197,5.69973070360412
5.790436,5.69972758913666
5.781067,5.69972450853416
5.781067,5.69972183593557
5.780197,5.69971899827054
5.780197,5.69971546870301
5.781067,5.69971285525954
5.781935,5.69970946982496
5.782804,5.69970629107123
5.783674,5.69970334877114
5.792365,5.71777356250774
5.788022,5.69969609323219
5.791492,5.69969276808375
5.780197,5.70985522757562
5.780197,5.70054985469906
5.780197,5.70054695137687
5.780197,5.69968040493779
5.781067,5.6996769825495
5.780197,5.70053784043754
5.780197,5.701397364715
5.781067,5.70225768850661
5.780197,5.70311852916485
5.781065,5.71174559069304
5.780197,5.70743168063779
5.781065,5.71087577757025
5.783008,5.69965919831899
5.781866,5.69965673120955
5.780197,5.69965424558762
5.781932,5.69965177004724
5.781937,5.700512853957
5.781067,5.6996475748651
5.780197,5.69964665823088
5.780197,5.70050844454339
5.780197,5.69964297530974
5.781065,5.70050179049079
5.780197,5.69963877059661
5.780197,5.70049885050164
5.780197,5.70242587738962
5.780197,5.70129064181569
5.780197,5.69963210449124
5.781065,5.7013530240405
5.780197,5.70135620939532
5.781067,5.70049165782594
5.780197,5.6996260156342
5.781067,5.69962430900069
5.781935,5.69962355468592
5.781937,5.7004845533516
5.782801,5.69962174837928
5.792372,5.69962069924149
5.811349,5.69961809821188
5.831469,5.69961701975641
5.866216,5.69961584593849
5.875229,5.70047571918188
5.87807,5.69961284784191
5.874234,5.70047548248984
5.872846,5.69961074145453
5.881217,5.70047410580271
5.848253,5.70133508475766
5.878139,5.7013361243644
5.88431,5.70219228061588
5.824507,5.71169462356167
5.787148,5.73053366375012
5.780197,5.75050881001278
5.780197,5.78500557709896
5.780197,5.79395275542874
5.780197,5.79677241387055
5.780197,5.7929631621495
5.780197,5.79158473727226
5.781067,5.79989475064566
5.795839,5.76716736168294
5.826254,5.79683889803814
5.84624,5.80296601038388
5.867078,5.74359256262923
5.83266,5.70650091975498
5.847977,5.69960031222033
5.844492,5.69960165496088
5.828862,5.69960091043859
5.825386,5.69960000521846
5.822709,5.69959906697572
5.820169,5.69959861680973
5.806266,5.70046180976435
5.821846,5.71512825559013
5.803594,5.74532552914672
5.798314,5.76516844849261
5.799251,5.78585708451206
5.798449,5.75168634208431
5.785413,5.76689381369168
5.780197,5.76343424152896
5.780197,5.74791687981875
5.780197,5.74446638133791
5.781067,5.7418090935601
5.777316,5.73928782397564
5.768811,5.72548484415745
5.781065,5.7409541494585
5.776445,5.72283364163686
5.774574,5.71759215323772
5.780197,5.71852371798312
5.777301,5.71772883224481
5.773635,5.70478714827402
5.707022,5.69960977310378
5.730436,5.69961068663518
5.667813,5.69961161657029
5.736261,5.70047620566101
5.786779,5.69675264668734
5.729249,5.68830900972258
5.704033,5.70047647497296
5.71012,5.69589108122948
5.675209,5.69403439417635
5.765129,5.69961851956858
5.780197,5.6967444501932
5.780197,5.69310581323726
5.780197,5.626966981169
5.780197,5.65021586660599
5.773635,5.58803646880186
5.763333,5.65600053151939
5.611465,5.70616041402261
5.617956,5.64904114447955
5.678719,5.62400541716261
5.628457,5.63005165524905
5.595169,5.5953904282132
5.587695,5.68467601179615
5.602849,5.69963888725637
5.590566,5.69964059210448
5.583177,5.69964241783117
5.612661,5.69964472027519
5.584389,5.69313065597948
5.558499,5.68290216679161
5.616395,5.53210963437323
5.58048,5.53855652742647
5.572407,5.59889433797614
5.581157,5.54898901436814
5.562522,5.51593719386321
5.584661,5.508517466958
5.581528,5.52356791805816
5.631064,5.51137377632803
5.599354,5.50403862103757
5.547776,5.53331798658252
5.549636,5.50524667006631
5.537979,5.47954017389788
5.531754,5.53703300120359
5.506053,5.50137239707341
5.495888,5.49335862818812
5.384443,5.50205009637384
5.423635,5.48354832864205
5.367579,5.50553543911229
5.417573,5.5024272070712
5.383614,5.55161872879629
5.369413,5.52013418487177
5.34479,5.46891946823867
5.367928,5.4707693233779
5.346932,5.45919648640433
5.360473,5.45301714236904
5.382952,5.42749792189782
5.393811,5.4174065145904
5.401617,5.30673532595864
5.381734,5.34566024408057
5.44055,5.28999354016087
5.542209,5.3396461797461
5.559061,5.3059246660341
5.569345,5.29182449599359
5.544998,5.26737366052714
5.510336,5.29035610831047
5.390436,5.26950737614456
5.333231,5.28295835310773
5.33403,5.30528595429718
5.396415,5.31607352838186
5.412906,5.3238301425398
5.447622,5.30408851800279
5.491038,5.36250316690242
5.564013,5.4634607181925
5.574442,5.4801991099727
5.608308,5.49041506883139
5.629146,5.46624179937759
5.610049,5.43182401952039
5.623943,5.31275502381737
5.643916,5.25594522265859
5.644777,5.25674218629773
5.645648,5.31870316744046
5.6387,5.33508458042824
5.563142,5.36956479500182
5.434592,5.41268420113294
5.360849,5.48515558454962
5.458824,5.49551567393569
5.496288,5.529148810777
5.398866,5.5498447824895
5.33049,5.53088608897521
5.330489,5.54468676542575
5.331353,5.56452394450886
5.361725,5.56538331238294
5.425045,5.56625272142947
5.426779,5.55935887741751
5.463237,5.48433526027149
5.52231,5.35668270514585
5.56141,5.28345292639634
5.621332,5.38075856651439
5.650866,5.41796802461264
5.649996,5.32122296374992
5.660441,5.25331897165512
5.65695,5.25332139352431
5.654932,5.25418399640062
5.662799,5.28435261439783
5.648636,5.347242542688
5.65844,5.34896938294832
5.634371,5.38518067378794
5.481494,5.4438491916425
5.385147,5.48268185206769
5.330494,5.54219017786313
5.330493,5.57152202302816
5.330488,5.57066349009094
5.330494,5.58104035784062
5.333097,5.57757878113775
5.335699,5.57558029918463
5.3461,5.58339747866219
5.358245,5.56933948948738
5.348703,5.57908105519675
5.35998,5.55518763667115
5.351305,5.40338166981059
5.359976,5.30770443851414
5.358241,5.25343075913702
5.379062,5.25343559785476
5.376469,5.25343641499757
5.387739,5.25344809086942
5.370393,5.25603908605253
5.396418,5.25862907787034
5.420711,5.2689649035604
5.42678,5.28103279736209
5.417236,5.27156169278491
5.403289,5.28276776908537
5.350926,5.27415797784444
5.363451,5.28277570114484
5.359039,5.2810582929802
5.371185,5.30174306689713
5.409016,5.29917411766445
5.346341,5.31037303011047
5.176003,5.29315119577088
5.209903,5.3190036831583
5.35373,5.34313666603952
5.379304,5.3491706020154
5.403012,5.33969910341557
5.383781,5.32585447823916
5.379352,5.27385550686005
5.355189,5.28630092135437
5.368232,5.28192540586103
5.356059,5.2939952219195
5.367162,5.33157412975568
5.383888,5.26933473913264
5.355909,5.10015577220755
5.338433,5.13383460674008
5.285961,5.27669371415216
5.271369,5.30210002276495
5.215686,5.32565286845131
5.311056,5.30656058181785
5.346552,5.30216868394278
5.370389,5.27817717420867
5.353041,5.29113784636633
5.331357,5.27905455983047
5.331354,5.29008852387941
5.331357,5.30670744028081
5.330207,5.27892661935048
5.32754,5.26157654938286
5.323779,5.20946759814077
5.323028,5.19498148127708
5.308867,5.13968123455366
5.305907,5.2344143066149
5.284437,5.26967695566408
5.295609,5.29335980120137
5.306849,5.27613838066924
5.274209,5.25460954916178
5.287915,5.2546140073211
5.284364,5.25462462736455
5.242085,5.25349004625189
5.237746,5.25084890792961
5.20215,5.24712129247217
5.24142,5.24638313008353
5.27507,5.23232600585513
5.308931,5.22939393574953
5.324861,5.20807723228576
5.33049,5.21918157061193
5.330494,5.23035342597157
5.330494,5.19794202320699
5.330489,5.2115634332211
5.330489,5.20804444837694
5.330489,5.16605854171787
5.3258,5.16175683155934
5.281772,5.12640793895126
5.186082,5.16542223096686
5.104118,5.1988536325911
5.093602,5.23249405099417
5.034986,5.24832482909107
5.062548,5.25392501677022
5.098975,5.25393871140999
5.042277,5.25394832546111
4.988076,5.25395183324619
4.99408,5.25395904121614
4.984776,5.2539659239906
5.003099,5.24931647927602
4.993578,5.20559418431726
4.989982,5.11055485891343
4.985654,5.02914511680883
4.984759,5.01870688219455
4.985741,4.96048660935784
5.039885,4.9878748792444
5.252724,5.0240690746031
5.312679,4.96775450475531
5.308931,4.9139186469494
5.264904,4.91989181728477
5.074739,4.91065764143726
5.002625,4.92886894295245
4.936121,4.91941927484803
4.903338,4.91585583962371
4.882593,4.91156577548487
4.886923,4.91068658621635
4.913768,4.91167194428566
4.926181,4.96547046938305
4.925889,5.17690538432793
4.939742,5.23646720904332
4.968324,5.23275370512578
4.981313,5.18903154474944
4.997775,5.0001416438256
5.105254,4.92851150493536
5.165102,4.86245082363857
5.175516,4.82989019988902
5.168577,4.80928905709452
5.072326,4.81360033590213
4.980443,4.84028011835329
4.904238,4.85262154181426
4.934262,4.8523398240035
5.018548,4.86611097421177
5.011039,4.89451533293717
4.94642,4.90742864085616
4.880859,4.92379201416673
4.880855,5.03057357944528
4.892989,5.09003481354349
4.937147,5.10038924547936
4.973462,5.09350696638004
4.97957,4.9979040383275
5.036784,4.90663455977805
5.109106,4.83093657003939
5.077513,4.8607760289461
5.022042,4.94452211993376
4.997781,4.937072464464
4.986513,4.87288505202652
4.978706,4.80775882688206
4.976119,4.8077645233025
4.979594,4.81982961481224
4.974402,4.863710821077
4.960526,4.89979961442978
4.951869,4.90587784346392
4.950928,4.96272772897413
4.950997,5.03458462788307
4.948343,5.00321053159754
4.939739,4.94811440735099
4.944941,4.92402291048412
4.937154,4.91283920665205
4.922431,4.90509394840329
4.907706,4.90253431692654
4.910304,4.905997130166
4.918962,4.90084969309876
4.889525,4.88707490545673
4.89472,4.87848496683777
4.88779,4.87756096799234
4.884325,4.87764056219097
4.883459,4.8750147431011
4.880859,4.86647756402121
4.88346,4.8716567785307
4.880859,4.86393148558633
4.880859,4.84931484871021
4.880859,4.83469626047834
4.881726,4.83728873921564
4.880859,4.84590188665301
4.884326,4.81666643954481
4.880859,4.82183911578182
4.881726,4.81496504905526
4.880859,4.81153371904225
4.880857,4.81068468000688
4.881724,4.80811287565916
4.880849,4.81070841828824
4.880853,4.8081356302135
4.881726,4.80814685309834
4.876905,4.80815824096246
4.867612,4.80903101853048
4.876035,4.80818102746746
4.867608,4.81163713312036
4.880859,4.80820423785895
4.878051,4.80907747979095
4.87548,4.80822778937027
4.852763,4.80823733981256
4.870134,4.80911029292123
4.881511,4.80825268935473
4.873014,4.80826860003748
4.866674,4.80914780447129
4.852763,4.80436976847137
4.824027,4.79514831181909
4.837935,4.80352915377217
4.822807,4.79516800386916
4.854149,4.80834593524021
4.844186,4.80556798857605
4.872289,4.8030255535898
4.859974,4.78046620384422
4.881726,4.79773810596975
4.880859,4.80905438233384
4.878047,4.80062385018708
4.873364,4.79433669958764
4.870555,4.78052675286264
4.876107,4.75198633128421
4.816234,4.76581793270322
4.808737,4.75079867440024
4.843252,4.78195322582805
4.781577,4.77206643910719
4.769319,4.80000258227545
4.757226,4.78777886632946
4.79282,4.80940447967369
4.731941,4.80855594822255
4.731936,4.8057747683455
4.694467,4.80113445344504
4.775958,4.79835618882791
4.744117,4.80388564812618
4.758153,4.74440731265278
4.770333,4.73697064885875
4.82654,4.77127906622195
4.880777,4.71000881407792
4.880857,4.69784129152963
4.880855,4.68583765184846
4.880859,4.72121937480928
4.880859,4.66073807867854
4.880859,4.66074608969904
4.880859,4.62352576878767
4.880789,4.70451655931245
4.880859,4.67288986269562
4.880853,4.68685047802359
4.880855,4.69896681421814
4.880857,4.75483153674183
4.880855,4.80873719573811
4.869545,4.80883082059424
4.857443,4.80884274829663
4.803119,4.80886031682851
4.671989,4.80887396182349
4.721634,4.80888728827312
4.675737,4.80890075076614
4.696345,4.80884454316463
4.670121,4.8089277122352
4.75722,4.80893538335434
4.828416,4.80895089627063
4.868688,4.80896669056822
4.878988,4.80897869778346
4.879922,4.79775442014445
4.880859,4.78574282707748
4.880855,4.73177650133148
4.880857,4.60148309945805
4.880853,4.65083291290857
4.880851,4.60523655603857
4.880851,4.62573034766645
4.878043,4.59968592257038
4.880859,4.68625430705277
4.880859,4.75701534878576
4.880859,4.79704655309652
4.879922,4.80729638585275
4.867103,4.80823988602072
4.825597,4.80918567934171
4.757219,4.80919619848209
4.72437,4.80921257218387
4.704771,4.80922269441587
4.74692,4.80923496165008
4.722569,4.80924902977298
4.719755,4.80647366441092
4.75441,4.80928634517895
4.771703,4.80930078034202
4.867743,4.80931515918808
4.880859,4.80839799507921
4.880859,4.79567318135486
4.880859,4.75444403522713
4.880859,4.68650977214866
4.880859,4.65388216886584
4.880859,4.6344191425407
4.880859,4.67631997605549
4.880859,4.65213632590638
4.879922,4.649354511779
4.880859,4.68380780936649
4.878985,4.70100839609013
4.871497,4.79646128094912
4.82934,4.80951004408647
4.785174,4.80952597397729
4.77875,4.80954135354273
4.775947,4.80955700355857
4.807802,4.80957239785329
4.763692,4.8095879878437
4.728185,4.80960348188046
4.774079,4.80961897787382
