"","TrainMAE","TrainMAPE","TrainRMSE","TrainNSE","ValMAE","ValMAPE","ValRMSE","ValNSE","TestMAE","TestMAPE","TestRMSE","TestNSE"
"Dp5",0.0744820133642411,0.00793494196853038,0.10287093057114,0.999625022693804,0.238513073849509,0.0211224017386113,0.354742190928016,0.99556191664137,0.240274883413036,0.0242654973260681,0.388401270971836,0.991676706426192
"D12",0.0541376351276449,0.00605323365953814,0.0785294867231401,0.999492252828764,0.174528473605035,0.0178370629669189,0.270928003399354,0.989833737437938,0.165617918278681,0.0181186359104809,0.246136791644877,0.993650333374898
"DAT",0.648141459924731,0.0718694488492481,0.84125554880433,0.974671768467557,1.60846476160187,0.280882008013341,2.0577136406296,0.799809448743301,1.69568067063679,-0.433638387795622,2.21099114267151,0.745527628864759
