"","measurements","predictions"
"1",5.1363,5.17164241704406
"2",5.2488,5.17164241704406
"3",5.3309,5.17164241704406
"4",5.2056,5.17164241704406
"5",5.1891,5.15959722908806
"6",5.173,5.16524356876723
"7",5.1538,5.15959722908806
"8",5.1237,5.10976562996298
"9",5.1306,5.10976562996298
"10",5.1373,5.10207514360659
"11",5.1309,5.10336678168615
"12",5.1107,5.0839208736878
"13",5.1062,5.07134097534403
"14",5.1123,5.20909108316302
"15",5.1106,5.25682487518234
"16",5.0902,5.10672403061435
"17",5.0953,5.10672403061435
"18",5.1091,5.11930392895812
"19",5.0956,5.11930392895812
"20",5.1001,5.11930392895812
"21",5.0846,5.12822292347815
"22",5.0922,5.07749172305133
"23",5.0909,5.09356712483914
"24",5.0877,5.10862992277573
"25",5.1108,5.10862992277573
"26",5.1386,5.16265650481316
"27",5.1611,5.19146647323872
"28",5.1684,5.16265650481316
"29",5.1845,5.15493129700301
"30",5.1968,5.15493129700301
"31",5.1889,5.14689549000658
"32",5.1993,5.18694384606279
"33",5.1817,5.1647637814063
"34",5.1754,5.19186545430729
"35",5.1618,5.18999680879629
"36",5.1538,5.18999680879629
"37",5.1615,5.16844236160648
"38",5.1688,5.16844236160648
"39",5.1643,5.19725233003205
"40",5.1513,5.23401603656336
"41",5.1411,5.23401603656336
"42",5.1269,5.23401603656336
"43",5.1083,5.23401603656336
"44",5.0902,5.23401603656336
"45",5.0781,5.20323515216303
"46",5.0569,5.23738464887642
"47",5.0462,5.22106556561319
"48",5.0477,5.23282351245179
"49",5.0397,5.18543567237166
"50",5.0421,5.18543567237166
"51",5.0236,5.20206851131697
"52",5.0202,5.19971629065009
"53",5.0073,5.20565113404498
"54",4.9776,5.20565113404498
"55",4.9852,4.95106270305283
"56",4.985,4.96173734053438
"57",4.9883,4.97128005862362
"58",4.9746,4.95490100194027
"59",4.8804,4.92984095051988
"60",4.9248,4.95358158669772
"61",4.9372,4.95358158669772
"62",4.9359,4.95120285146615
"63",4.9224,4.93841967479315
"64",4.9047,4.93471710522491
"65",4.8925,4.93471710522491
"66",4.9407,4.93471710522491
"67",4.954,4.94243094965019
"68",4.956,4.95447613760619
"69",4.9722,4.95447613760619
"70",4.9954,4.94270114569029
"71",4.9927,4.94270114569029
"72",4.9985,4.94480968488175
"73",5.0244,4.94480968488175
"74",5.1418,4.94480968488175
"75",5.0616,4.94480968488175
"76",5.059,4.95689464468477
"77",5.0435,4.97785882716081
"78",5.0302,5.0638966956597
"79",5.0278,5.04464838429815
"80",5.0235,5.03787075652584
"81",5.0108,5.04032714155398
"82",5.0144,5.00998311617175
"83",5.0567,4.97682034004406
"84",5.0624,4.98485614704048
"85",5.0421,4.98693501517146
"86",5.0414,5.2067363372995
"87",5.0539,4.97445991248811
"88",5.0625,4.97445991248811
"89",5.0367,4.95020097970063
"90",5.0133,4.95020097970063
"91",5.0107,4.96552008509582
"92",5.0199,4.98228486556539
"93",4.9707,4.96269375876044
"94",4.9609,4.95925570353988
"95",4.9946,4.9675989532268
"96",4.9631,4.97531279765208
"97",4.9547,4.97320425846062
"98",4.9854,4.97130152279503
"99",4.9891,4.95714716434842
"100",4.9891,4.95714716434842
"101",4.9759,4.96295827310811
"102",4.9487,4.96850549881929
"103",4.943,4.97723889138655
"104",4.9581,4.9602746203827
"105",4.9134,4.954463511623
"106",4.9032,4.954463511623
"107",4.8834,4.954463511623
"108",4.866,4.93999729139179
"109",4.856,4.93999729139179
"110",4.8559,4.93999729139179
"111",4.8552,4.94112037259586
"112",4.8603,4.93472152431903
"113",4.8568,4.92911621908521
"114",4.8594,4.92911621908521
"115",4.8337,4.92911621908521
"116",4.8223,4.93307762130868
"117",4.8253,4.93307762130868
"118",4.8298,4.93307762130868
"119",4.8367,4.92911621908521
"120",4.8433,4.95449255138432
"121",4.8564,4.95449255138432
"122",4.8812,4.95449255138432
"123",4.9113,4.96089139966116
"124",4.9423,4.93683006351049
"125",4.9254,4.95819196445676
"126",4.9012,4.84916470577939
"127",4.8834,4.86174271022568
"128",4.8585,4.84863820228068
"129",4.8607,4.80646931234899
"130",4.8599,4.79874410453885
"131",4.8662,4.79070829754242
"132",4.847,4.79070829754242
"133",4.8434,4.93311423665991
"134",4.8374,4.93311423665991
"135",4.8458,4.92345030913211
"136",4.8976,4.92386002228638
"137",4.9506,4.92386002228638
"138",4.9948,4.92386002228638
"139",4.9756,4.93311423665991
"140",4.9772,4.94115004365634
"141",4.9824,4.94564994406254
"142",4.9876,4.96207887337946
"143",4.9932,4.95561626388756
"144",5.0212,4.82525551272606
"145",5.0189,4.82525551272606
"146",5.034,4.84475760634957
"147",5.051,4.83829499685767
"148",5.052,4.99991894497707
"149",5.077,4.89317383275991
"150",5.0804,5.02011925547057
"151",5.0982,5.03775144098477
"152",5.124,5.05263179346437
"153",5.1265,5.0400518951206
"154",5.1075,5.03450466940942
"155",5.1175,5.03450466940942
"156",5.1641,5.07077217480166
"157",5.1721,5.05222460550674
"158",5.1839,5.03610059368367
"159",5.2455,5.05222460550674
"160",5.2883,5.05222460550674
"161",5.2338,5.05222460550674
"162",5.2446,5.05774152885828
"163",5.2137,5.25569611228584
"164",5.2083,5.25569611228584
"165",5.4066,5.31287477102475
"166",5.3626,5.31287477102475
"167",5.273,5.26099523742749
"168",5.2219,5.20946291836774
"169",5.2513,5.27609970110857
"170",5.299,5.23037849080852
"171",5.2893,5.33867723025627
"172",5.2322,5.32663204230028
"173",5.2211,5.32663204230028
"174",5.249,5.33435725011042
"175",5.2625,5.20929373019309
"176",5.2569,5.20929373019309
"177",5.2701,5.33435725011042
"178",5.2951,5.35684223226077
"179",5.3545,5.35119589258161
"180",5.3839,5.33590014525531
"181",5.3481,5.36471011368087
"182",5.3477,5.34858610185781
"183",5.3462,5.35582710321291
"184",5.3613,5.36679024441017
"185",5.3784,5.36097913565048
"186",5.4798,5.33192927354445
"187",5.6495,5.38343949713362
"188",5.5769,5.41356698690427
"189",5.6052,5.41356698690427
"190",5.6923,5.37103888775104
"191",5.7865,5.53422972038338
"192",5.8114,5.64400948765843
"193",5.8035,5.53422972038338
"194",5.615,5.50541975195781
"195",5.9806,5.6207164425844
"196",6.186,5.68993776408267
"197",6.1583,5.69706828808492
"198",5.9135,5.69706828808492
"199",5.7809,5.69424196174955
"200",5.6752,5.55288271663788
"201",5.6422,5.54453946695095
"202",5.6188,5.53667095423169
"203",5.6076,5.53231435873461
"204",5.6476,5.68811141561534
"205",5.5451,5.53231435873461
"206",5.4676,5.50661606386434
"207",5.4725,5.55799876502338
"208",5.4898,5.75966854400235
"209",5.4702,5.73318365037982
"210",5.4601,5.53288884096941
"211",5.5188,5.45278076547213
"212",5.5464,5.44353033889355
"213",5.5735,5.44353033889355
"214",5.5389,5.49761878824857
"215",5.5309,5.56007763315436
"216",5.5809,5.59584704351006
"217",5.5898,5.59584704351006
"218",5.5692,5.59584704351006
"219",5.5818,5.57516505175815
"220",5.6375,5.59282753963199
"221",5.6511,5.61227281633118
"222",5.5834,5.54402117034132
"223",5.6312,5.60348071294213
"224",5.665,5.55150143407772
"225",5.57,5.55150143407772
"226",5.522,5.54754003185425
"227",5.5062,5.56917465403727
"228",5.5041,5.54964857104571
"229",5.5212,5.54964857104571
"230",5.483,5.50512114745555
"231",5.4859,5.45585140458208
"232",5.5079,5.41803721625
"233",5.5035,5.40813528893921
"234",5.4919,5.40813528893921
"235",5.4827,5.40009948194278
"236",5.5045,5.41191235180822
"237",5.5152,5.46360754605102
"238",5.5204,5.46360754605102
"239",5.5379,5.54688474332708
"240",5.5379,5.45194303148798
"241",5.5442,5.51081799106744
"242",5.56,5.52621853405415
"243",5.5636,5.60949510003106
"244",5.5489,5.55751582116665
"245",5.5556,5.55545589201045
"246",5.5412,5.52529809988016
"247",5.4343,5.52094339828055
"248",5.3979,5.51194864786142
"249",5.4074,5.55595903744026
"250",5.3978,5.58330376051752
"251",5.422,5.48491578656878
"252",5.444,5.45115011974412
"253",5.4493,5.45115011974412
"254",5.4439,5.47357765367099
"255",5.4526,5.52076474061852
"256",5.4557,5.48077509538411
"257",5.456,5.43764284293561
"258",5.4413,5.4635646177082
"259",5.4365,5.4635646177082
"260",5.4507,5.4635646177082
"261",5.4586,5.48877113053352
"262",5.4475,5.50307131908589
"263",5.4556,5.46841615174603
"264",5.4695,5.50582693991544
"265",5.4843,5.59246833041045
"266",5.5003,5.56316531734161
"267",5.5757,5.59888359246542
"268",5.5958,5.56316531734161
"269",5.5875,5.56316531734161
"270",5.7115,5.6449627493887
"271",5.6861,5.62621632085865
"272",5.6818,5.61045151825712
"273",5.7335,5.60527297125487
"274",5.7446,5.60527297125487
"275",5.7933,5.60527297125487
"276",5.8063,5.58403922403789
"277",5.8182,5.646150223107
"278",5.869,5.66872611233626
"279",5.9305,5.69110187973209
"280",5.9412,5.79482370027623
"281",5.929,5.75603352344414
"282",5.9258,5.70253723270037
"283",5.9144,5.70253723270037
"284",5.9076,5.74341511585166
"285",5.9116,5.81088836997833
"286",5.9165,5.76368550055183
"287",5.939,5.87447092738735
"288",5.9845,5.87447092738735
"289",6.0363,5.92117349223026
"290",6.0552,6.04851789600948
"291",6.1034,6.02286505467867
"292",6.0666,6.10092014531049
"293",6.0558,6.10092014531049
"294",6.0711,6.15441612040468
"295",6.546,6.25651581775946
"296",6.3153,6.25651581775946
"297",6.1488,6.16461728351689
"298",6.1258,6.21130595977829
"299",6.2183,6.17897207944652
"300",6.2972,6.27088955266387
"301",6.3979,6.29755815434171
"302",6.4837,6.30371142724564
"303",6.3153,6.30150566798368
"304",6.4058,6.36108926086925
"305",6.382,6.2059134023611
"306",6.3999,6.14205370462123
"307",6.3489,6.3339591795061
"308",6.3514,6.21556786040151
"309",6.3744,6.28654387791255
"310",6.4536,6.25987527623472
"311",6.3823,6.25568124027111
"312",6.3626,6.2262712219948
"313",6.4072,6.29661720294504
"314",6.4387,6.36539535243361
"315",6.4246,6.31236432917011
"316",6.475,6.33861280125755
"317",6.4286,6.40763179137532
"318",6.4518,6.38705491093341
"319",6.4051,6.32326781259684
"320",6.5338,6.52540601555188
"321",6.693,6.53068115132548
"322",6.7363,6.53464760394222
"323",6.5791,6.42114096208132
"324",6.3851,6.31340565713308
"325",6.3067,6.36001573664917
"326",6.3255,6.39065079094375
"327",6.3402,6.36001573664917
"328",6.24,6.32943876187723
"329",6.246,6.264744486649
"330",6.1963,6.29537954094358
"331",6.3664,6.23517948442913
"332",6.4612,6.24486014138464
"333",6.3637,6.3050601978991
"334",6.1927,6.31608489076438
"335",6.1529,6.22624407613095
"336",6.1607,6.20950738847396
"337",6.1459,6.20287874730321
"338",6.1792,6.19420280295944
"339",6.2132,6.19618445101991
"340",6.2401,6.21307359742383
"341",6.2085,6.21862082313501
"342",6.2197,6.19890503474613
"343",6.1156,6.17964662259804
"344",6.0035,6.23717944016522
"345",5.9727,6.24387878684179
"346",5.9785,6.12981849561834
"347",5.9917,6.12178237297233
"348",5.9721,6.04881429096469
"349",5.9579,6.01001622289311
"350",5.9342,6.04397001686718
"351",5.9399,6.01766251830836
"352",5.9114,6.10250281230241
"353",5.8994,6.03076481670631
"354",5.888,5.95304178943218
"355",5.853,5.92679899903717
"356",5.8302,5.82215642866945
"357",5.8347,5.82215642866945
"358",5.8368,5.90699766961223
"359",5.8057,5.966355888698
"360",5.7878,5.88151527905438
"361",5.8477,5.95762218048117
"362",5.8229,5.87278030823923
"363",5.8143,5.94370834701418
"364",5.828,5.94370834701418
"365",5.8023,5.94370834701418
"366",5.7912,5.83130332218593
"367",5.7972,5.84792795424218
"368",5.7978,5.75097871107707
"369",5.7947,5.83221744336834
"370",5.7911,5.82442342394985
"371",5.7884,5.82899087336608
"372",5.7905,5.79542406577655
"373",5.7921,5.78230251275425
"374",5.7924,5.76724476521094
"375",5.7871,5.76112495116244
"376",5.7877,5.76112495116244
"377",5.7884,5.74852043215146
"378",5.7882,5.7315593176434
"379",5.7997,5.72760801620648
"380",5.8475,5.76329346377401
"381",5.8628,5.79459138218567
"382",5.8626,5.79459138218567
"383",5.855,5.79459138218567
"384",5.8696,5.79357183404369
"385",5.8637,5.80045488877557
"386",5.8731,5.80600211448675
"387",5.8913,5.81745703772897
"388",5.9119,5.93119220988548
"389",5.9229,5.8427266804702
"390",5.9536,5.84480554860118
"391",5.9656,5.82777309728814
"392",5.9599,5.90636826435059
"393",5.9808,5.90922110525065
"394",6.0082,5.914691628114
"395",6.0378,5.91345743825792
"396",6.0447,5.91345743825792
"397",6.0475,5.89313939047125
"398",6.0478,5.90550306885302
"399",6.0485,5.90550306885302
"400",6.0479,6.04041548695176
"401",6.0494,6.04041548695176
"402",6.0624,6.06358448174102
"403",6.0605,6.02805180856999
"404",6.0479,6.05858743324701
"405",6.0455,6.07063767159628
"406",6.039,6.12020791286948
"407",6.0482,6.12020791286948
"408",6.0415,6.12020791286948
"409",6.0303,6.08117815800651
"410",6.0302,6.08117815800651
"411",6.0293,6.08698926676621
"412",6.025,6.10290715941382
"413",6.0185,6.108454385125
"414",6.0071,6.108454385125
"415",5.9983,6.0858636603655
"416",5.9812,6.0858636603655
"417",5.9681,6.10579724696427
"418",5.9713,6.05923262098763
"419",5.9688,6.0437613724951
"420",5.9708,6.0437613724951
"421",5.9777,6.0437613724951
"422",5.9765,6.0437613724951
"423",5.9746,6.02901895888176
"424",5.9802,6.02901895888176
"425",5.9622,6.00527421925939
"426",5.967,6.00527421925939
"427",5.9683,6.03458922701225
"428",5.9681,6.03371266812981
"429",5.9719,6.03371266812981
"430",5.9752,6.05707641870966
"431",5.9896,6.06944009709143
"432",5.9993,6.05814047344235
"433",6.0124,6.02311094570114
"434",6.0197,6.01722786883731
"435",6.0374,6.01668274201341
"436",6.047,6.03808946519999
"437",6.0554,6.03808946519999
"438",6.0706,6.11846205504494
"439",6.0852,6.06970177059289
"440",6.0917,6.06970177059289
"441",6.1006,6.06970177059289
"442",6.1034,6.05753000715549
"443",6.1128,6.05753000715549
"444",6.1159,6.14312501929425
"445",6.1234,6.14312501929425
"446",6.1265,6.14312501929425
"447",6.1416,6.15111789794786
"448",6.1484,6.18340474649228
"449",6.152,6.16069912528582
"450",6.1558,6.17932402872773
"451",6.1652,6.17932402872773
"452",6.1752,6.18140289685871
"453",6.187,6.1772088608951
"454",6.1908,6.16742214568086
"455",6.2007,6.16691521245608
"456",6.2192,6.25999017268168
"457",6.2442,6.25999017268168
"458",6.2708,6.25999017268168
"459",6.2933,6.25999017268168
"460",6.301,6.23052996612222
"461",6.3143,6.25999017268168
"462",6.322,6.25860668057447
"463",6.3297,6.25860668057447
"464",6.3439,6.22914647401501
