"","MAE","MAPE","RMSE","NSE","MAE","MAPE","RMSE","NSE","MAE","MAPE","RMSE","NSE"
"1",0.222601498476169,2.08017827551119,0.354823697654898,0.995557946614613,0.271784528136596,3.33837088341055,0.397373989145425,0.99559180657903,0.272062939166699,2.48116986820441,0.416206135888625,0.993172549341611
"2",0.233199759659119,2.19227055812212,0.362708087346789,0.995358343292879,0.321054183569138,4.2853857051016,0.462476021797585,0.994029094318653,0.277597433986211,2.64348814685149,0.41160041523877,0.993322817881138
"3",0.24219512292768,2.27986241403969,0.369877107621611,0.995173042838139,0.350285361174819,4.49122686459441,0.495138187628199,0.993155927284423,0.293140544102079,2.76844378757072,0.435786903987796,0.992515031738707
"4",0.253168118387686,2.36655718136908,0.388612426129208,0.994671660291444,0.362768337742198,4.99227598863116,0.528670350173461,0.992197537712918,0.300989339110253,2.88647548472664,0.446056404898845,0.992158102295091
"5",0.27083030969382,2.44588046533708,0.402121912799894,0.994294758687919,0.303585277698807,3.72845988831791,0.429414744712766,0.994852271006823,0.299638704989706,2.74301776334452,0.43849227517255,0.992421809697288
"6",0.242479905866126,2.3195071719221,0.371061157678154,0.995142089276636,0.315678056860457,4.25957381376915,0.446107470911069,0.994444274720446,0.292886218472541,2.82523211027704,0.43369962989674,0.992586561035559
"7",0.224182678789194,2.13246565449829,0.343573290185189,0.995835169544132,0.34197673847096,4.61622713879023,0.485257976795274,0.993426341541564,0.284932633206509,2.70298478758965,0.430046046789367,0.992710939872222
"8",0.262321545097754,2.56172312948777,0.391136840844983,0.994602209976873,0.31509334847825,3.8824118961978,0.45101433289899,0.994321384584467,0.298543064764485,2.85611176374812,0.430708577820899,0.992688463448928
"9",0.239937112379002,2.29880172342578,0.36801060735117,0.995221636192143,0.323278371492295,3.9025592596113,0.45150588596892,0.994308999780904,0.291711205144211,2.73331136361414,0.434429369932216,0.992561592443677
"10",0.218996945239893,2.08648986147301,0.336247495722284,0.996010884087309,0.361372984507277,4.61255470266574,0.531333180731447,0.992118740181175,0.278346500105212,2.6781970714491,0.416548948321189,0.993161297710896
