"","MAE","MAPE","RMSE","NSE","MAE","MAPE","RMSE","NSE","MAE","MAPE","RMSE","NSE"
"1",0.116861318903821,1.28441367608358,0.192941321892111,0.99719543611994,0.158422867304113,1.77747094311471,0.252646789743714,0.995940738173215,0.133993490065761,1.43506126100372,0.197546632983173,0.996522668262191
"2",0.116338361995271,1.27072540645571,0.192414239440133,0.997210738360523,0.172659769049404,1.87767086634731,0.271852705118565,0.995300119518054,0.147397835297257,1.54482165988485,0.208396055990342,0.996130223780238
"3",0.126941169383873,1.34583615952289,0.207801334253001,0.996746794479225,0.155495014091954,1.73926594463123,0.248991027803729,0.99605736210343,0.141656234454484,1.49757960030224,0.206665568810288,0.996194224937762
"4",0.116065903102572,1.28676159154653,0.193631195276952,0.997175344488511,0.153495745074933,1.75345551295287,0.246219599915007,0.996144641761391,0.13061016797527,1.4102620475771,0.193052555759921,0.996679083380797
"5",0.114402151092849,1.25812022032257,0.1928849079959,0.997197075926734,0.153698172384482,1.72934591403805,0.249787256416018,0.996032106089238,0.133128816282502,1.42334653963297,0.195129119229212,0.996607256484607
"6",0.141945714177323,1.5635859633572,0.218070235653093,0.996417323270148,0.202360252451648,2.28191707147447,0.314619435705488,0.993705074541666,0.167605175749511,1.77354531540043,0.244455472863869,0.994675162117629
"7",0.113677390632117,1.24744938145039,0.188110025842307,0.99733413149839,0.170967836624176,1.86471039317387,0.272307865771004,0.995284368403947,0.13157264136939,1.40556875421731,0.195433998019812,0.996596646242301
"8",0.124261264691719,1.39021158531875,0.193873392175745,0.997168273823479,0.165078042936584,1.89627107658627,0.257005329485619,0.995799473248964,0.141774538343451,1.54768779719275,0.207292882425071,0.996171085738431
"9",0.119813067482666,1.32547218893372,0.199964630444961,0.99698754056968,0.162260126267804,1.81095378317102,0.261588597382899,0.995648318371436,0.132177616972369,1.41720934841211,0.195845644752912,0.996582294032078
"10",0.113072394491644,1.23432492268731,0.193276698948505,0.99718567767267,0.152930154779582,1.70647121852683,0.248054977637764,0.996086950076088,0.129212269446877,1.39064455027527,0.19172143919694,0.996724721596897
