"","MAE","RMSE","NSE","MAPE","MAE","RMSE","NSE","MAPE","MAE","RMSE","NSE","MAPE"
"1",0.127174649730901,0.191277912892976,0.991936503893513,1.76179988657604,0.184418982344539,0.226170183447702,0.986255687690314,2.87609819252029,0.199559422248757,0.299444275463612,0.981162763706817,2.53516123982126
"2",0.173286020013426,0.243080442382106,0.986977517936737,2.43909093848869,0.201962730638848,0.258462493614663,0.98205070586185,3.15864917086363,0.320539182304997,0.533751776885185,0.94015004568805,3.74494693204578
"3",0.134213584406654,0.195700893050451,0.991559282857861,1.82921445159832,0.172872813558319,0.218299970279078,0.987195587178974,2.60317948006267,0.204404665670713,0.320822710248571,0.978377029180049,2.53612914747603
"4",0.1296706605744,0.190685841476157,0.991986345264572,1.79756606284764,0.214544195274008,0.264351744001402,0.981223412118984,3.31788613705714,0.267069808405226,0.454190687208863,0.956662724405324,3.12440216171934
"5",0.19513633075625,0.285790776713422,0.981999268692946,2.82779693676186,0.25758047020713,0.308035808002496,0.974505017189768,3.96668092247574,0.243674452378965,0.3730212105347,0.970768425402528,3.20457282375312
"6",0.140079115658364,0.206438516811874,0.990607630012117,1.9618821788216,0.181812619298753,0.22988912448517,0.985799973102314,2.73767641969229,0.222278942486027,0.332010546400041,0.976842647081069,2.80837487416093
"7",0.168127451574171,0.241857111681131,0.987108262435509,2.37024379339493,0.219162292590182,0.274378956467154,0.979771954842508,3.37450791834092,0.243799082612011,0.39474253012596,0.967264950918562,3.09226949701312
"8",0.130737916752864,0.190669059305686,0.991987755758406,1.84365087328813,0.183790565415603,0.234926034291954,0.985170906292904,2.84838530576315,0.188831330811508,0.301164532887779,0.980945708457427,2.41330877571192
"9",0.157126262918804,0.232969498410438,0.988038328782001,2.22152261027179,0.232087032729061,0.282280760966756,0.978590088432367,3.69679932295795,0.27714059317918,0.44010708209608,0.959308671416111,3.37452282854683
"10",0.139164893875457,0.204377093783341,0.990794271330337,1.92342563782033,0.200146535611981,0.250148879226305,0.9831868364646,3.15984109915558,0.213353701866322,0.338744736396182,0.975893716107079,2.63425716003868
