"","MAE","RMSE","NSE","MAPE","MAE","RMSE","NSE","MAPE","MAE","RMSE","NSE","MAPE"
"1",0.0896166506012858,0.14790920519611,0.993464058238284,1.40056324716228,0.174246111227926,0.216429120763442,0.98422014827679,2.71918327223772,0.161897851996954,0.211458685072136,0.985136867832698,2.28595067690356
"2",0.126871704581694,0.214172001582876,0.986296132274316,2.00182184648559,0.181519280128014,0.242333072899609,0.980216783374172,3.18613837646534,0.17615878660676,0.294892674080286,0.971094049646302,2.38082148849562
"3",0.0845485060465443,0.13545482819417,0.994518407505775,1.33338526042315,0.153879615182042,0.19388223979234,0.98733667992562,2.4682926846814,0.142978021732127,0.201449262652601,0.986510661611263,2.02220509188686
"4",0.0889758151736071,0.136531280807821,0.994430937449132,1.42471925561944,0.197731355872289,0.257280500576695,0.977701005940327,3.10435741140797,0.136648930747855,0.1898595761905,0.988018138386699,1.91116693234069
"5",0.075679414701153,0.121720782721391,0.995573634829645,1.18667601218983,0.194538071693676,0.254909506771974,0.978110109302008,3.01111052690899,0.130133069400277,0.172379586147458,0.990122865845113,1.86722028550911
"6",0.0968183480631606,0.164264436889022,0.991938704048877,1.51028097238064,0.195206660161503,0.236482367437764,0.981160513697241,3.0509091128446,0.156254497118249,0.198082541406639,0.986957775129869,2.23239929135175
"7",0.0864110147192721,0.136618605244071,0.99442381130534,1.4091315668464,0.136818864387568,0.170785897407533,0.990174027599799,2.34090006412053,0.155780102770021,0.249415263370851,0.979322151943531,2.15274172948585
"8",0.0894946081583858,0.139942240489421,0.994149197846988,1.40311838240375,0.173666484218819,0.214768565815508,0.984461361549393,2.8183416238647,0.15252186204477,0.205313258522541,0.985988221071873,2.15216361954098
"9",0.0793987909953948,0.1215706800341,0.995584545039497,1.27691756555586,0.166744299148383,0.201589012733343,0.986309943402644,2.75697738560684,0.125300377660234,0.174851663726316,0.989837540609607,1.82722208611868
"10",0.0845345702819601,0.136711030674146,0.994416263929625,1.32280380566783,0.142616821109319,0.179662085539531,0.989126123375714,2.33608236603397,0.140073115656334,0.202760008498739,0.986334551599658,2.00664059106817
