"","MAE","RMSE","NSE","MAPE","MAE","RMSE","NSE","MAPE","MAE","RMSE","NSE","MAPE"
"1",0.0702158798246644,0.117879429643538,0.995563841181766,1.13741911705012,0.120454095211252,0.149362717956483,0.990971423670358,2.09660344621422,0.120287257018814,0.164405549067779,0.988978572370822,1.80196990212923
"2",0.0981241164147923,0.160766895614625,0.991748663747991,1.61383930510723,0.160307289916396,0.205677202361869,0.982879865550619,2.63856385683475,0.140294058983207,0.184128107888192,0.98617563823601,2.06618286439105
"3",0.0777410905931619,0.126995829725449,0.994851153389938,1.33488528746824,0.167910586731789,0.205960083699004,0.982832740279622,2.94017667796872,0.13517337981773,0.188299177961129,0.985542215150551,2.00293989582668
"4",0.0821479526387531,0.132359668942016,0.994407031432394,1.36384482290924,0.201379930524241,0.24724110719641,0.975261337379898,3.50582068241662,0.188915778291881,0.246255910325607,0.975272612490333,2.68436045336006
"5",0.0770413636757742,0.116347405923218,0.995678401226552,1.25894580973662,0.204684936836965,0.254564162618313,0.973774161281063,3.39313821488061,0.137332309946908,0.180462213812276,0.986720630022835,2.01331732587217
"6",0.0924365476430976,0.150545003390407,0.992764580337908,1.50969744057983,0.17905878443834,0.227493273069118,0.979055404533006,3.1966849614835,0.164903660325764,0.226628374333181,0.979057261188511,2.43271780574105
"7",0.0790092734679063,0.131417921179447,0.994486336972539,1.29902631033541,0.171462534505818,0.207319894914197,0.982605304994611,2.93198274384465,0.180552046100502,0.240889245874097,0.976338638350472,2.53650148429646
"8",0.0804129325892935,0.136013614183202,0.994093967996099,1.36335692533618,0.16461375222305,0.202355476543254,0.983428386964843,2.73231969670082,0.136847020020887,0.191401686967203,0.985061863213069,1.94612104119778
"9",0.100214517664203,0.149340246935196,0.992879921786608,1.58261024706521,0.162491785749501,0.202736524338026,0.983365917472258,2.78316067498033,0.139320051504514,0.192908246774998,0.984825775765479,2.05861370695281
"10",0.0807796684685948,0.133445726943667,0.994314870290578,1.35915023554488,0.219236541761591,0.264674747714848,0.971649555411669,3.60267523137706,0.159097050325736,0.205700017672973,0.982746644636305,2.35787447784334
