"","Type","Pre","Ori","MAE","RMSE","NSE","MAPE"
"1","Train",4.78095988248417,4.8491,0.0896166506012858,0.14790920519611,0.993464058238284,1.40056324716228
"2","Train",4.74293954850365,4.9684,0.174246111227926,0.216429120763442,0.98422014827679,2.71918327223772
"3","Train",4.87860117319765,5.1532,0.161897851996954,0.211458685072136,0.985136867832698,2.28595067690356
"4","Train",5.13585285586428,5.1429,0.0896166506012858,0.14790920519611,0.993464058238284,1.40056324716228
"5","Train",5.22398473800293,5.1806,0.174246111227926,0.216429120763442,0.98422014827679,2.71918327223772
"6","Train",5.19965280071968,5.207,0.161897851996954,0.211458685072136,0.985136867832698,2.28595067690356
"7","Train",5.16405365703641,5.6368,0.0896166506012858,0.14790920519611,0.993464058238284,1.40056324716228
"8","Train",5.44938354355419,5.6557,0.174246111227926,0.216429120763442,0.98422014827679,2.71918327223772
"9","Train",5.67099368607725,5.8486,0.161897851996954,0.211458685072136,0.985136867832698,2.28595067690356
"10","Train",5.77209066207781,5.7963,0.0896166506012858,0.14790920519611,0.993464058238284,1.40056324716228
"11","Train",5.74053979299704,5.8111,0.174246111227926,0.216429120763442,0.98422014827679,2.71918327223772
"12","Train",5.68459878494319,6.0117,0.161897851996954,0.211458685072136,0.985136867832698,2.28595067690356
"13","Train",5.81865147998748,6.0131,0.0896166506012858,0.14790920519611,0.993464058238284,1.40056324716228
"14","Train",5.90699363575418,6.2261,0.174246111227926,0.216429120763442,0.98422014827679,2.71918327223772
"15","Train",6.12663901737883,6.3789,0.161897851996954,0.211458685072136,0.985136867832698,2.28595067690356
"16","Train",6.28610652151362,6.314,0.0896166506012858,0.14790920519611,0.993464058238284,1.40056324716228
"17","Train",6.34789343544528,6.4911,0.174246111227926,0.216429120763442,0.98422014827679,2.71918327223772
"18","Train",6.41212567468685,6.4436,0.161897851996954,0.211458685072136,0.985136867832698,2.28595067690356
"19","Train",6.39972689928588,6.4076,0.0896166506012858,0.14790920519611,0.993464058238284,1.40056324716228
"20","Train",6.31486210760081,5.9837,0.174246111227926,0.216429120763442,0.98422014827679,2.71918327223772
"21","Train",5.97698613361622,5.6061,0.161897851996954,0.211458685072136,0.985136867832698,2.28595067690356
"22","Train",5.60231537169254,5.5351,0.0896166506012858,0.14790920519611,0.993464058238284,1.40056324716228
"23","Train",5.36041505217116,5.5292,0.174246111227926,0.216429120763442,0.98422014827679,2.71918327223772
"24","Train",5.34756817715448,5.4785,0.161897851996954,0.211458685072136,0.985136867832698,2.28595067690356
"25","Train",5.33537187955888,5.4583,0.0896166506012858,0.14790920519611,0.993464058238284,1.40056324716228
