"","Type","Pre","Ori","MAE","RMSE","NSE","MAPE"
"1","Train",4.75713551092428,4.8858,0.156867006166722,0.235976245348868,0.984820301375207,2.35977513249189
"2","Train",4.7321224727622,4.9986,0.20608882847999,0.252333231200663,0.979923628670756,3.30653272913795
"3","Train",4.71594554275274,5.2072,0.181623217780823,0.272425525101805,0.978990751401357,2.55026243690012
"4","Train",4.86484132742907,5.1669,0.156867006166722,0.235976245348868,0.984820301375207,2.35977513249189
"5","Train",5.03902808285943,5.177,0.20608882847999,0.252333231200663,0.979923628670756,3.30653272913795
"6","Train",5.15583317074401,5.2583,0.181623217780823,0.272425525101805,0.978990751401357,2.55026243690012
"7","Train",5.16343670827148,5.6618,0.156867006166722,0.235976245348868,0.984820301375207,2.35977513249189
"8","Train",5.28460547211656,5.7923,0.20608882847999,0.252333231200663,0.979923628670756,3.30653272913795
"9","Train",5.4657148078463,5.8542,0.181623217780823,0.272425525101805,0.978990751401357,2.55026243690012
"10","Train",5.66366949923135,5.7993,0.156867006166722,0.235976245348868,0.984820301375207,2.35977513249189
"11","Train",5.76341060010609,5.7919,0.20608882847999,0.252333231200663,0.979923628670756,3.30653272913795
"12","Train",5.722689894934,6.0073,0.181623217780823,0.272425525101805,0.978990751401357,2.55026243690012
"13","Train",5.6942887421114,6.0043,0.156867006166722,0.235976245348868,0.984820301375207,2.35977513249189
"14","Train",5.80711628341342,6.2266,0.20608882847999,0.252333231200663,0.979923628670756,3.30653272913795
"15","Train",5.92795698833757,6.3735,0.181623217780823,0.272425525101805,0.978990751401357,2.55026243690012
"16","Train",6.11779255709704,6.3507,0.156867006166722,0.235976245348868,0.984820301375207,2.35977513249189
"17","Train",6.2233483121337,6.5462,0.20608882847999,0.252333231200663,0.979923628670756,3.30653272913795
"18","Train",6.33820205364004,6.4617,0.181623217780823,0.272425525101805,0.978990751401357,2.55026243690012
"19","Train",6.37004860835627,6.4081,0.156867006166722,0.235976245348868,0.984820301375207,2.35977513249189
"20","Train",6.35728474428268,5.9864,0.20608882847999,0.252333231200663,0.979923628670756,3.30653272913795
"21","Train",6.19915474993918,5.6149,0.181623217780823,0.272425525101805,0.978990751401357,2.55026243690012
"22","Train",5.85200866280375,5.5338,0.156867006166722,0.235976245348868,0.984820301375207,2.35977513249189
"23","Train",5.47879755593238,5.5411,0.20608882847999,0.252333231200663,0.979923628670756,3.30653272913795
"24","Train",5.22237587246779,5.4828,0.181623217780823,0.272425525101805,0.978990751401357,2.55026243690012
"25","Train",5.19109749073944,5.4388,0.156867006166722,0.235976245348868,0.984820301375207,2.35977513249189
"26","Train",5.21008373295444,5.3706,0.20608882847999,0.252333231200663,0.979923628670756,3.30653272913795
"27","Train",5.22905184913084,5.3818,0.181623217780823,0.272425525101805,0.978990751401357,2.55026243690012
"28","Train",5.22653053953869,5.5379,0.156867006166722,0.235976245348868,0.984820301375207,2.35977513249189
"29","Train",5.29374770892118,5.4711,0.20608882847999,0.252333231200663,0.979923628670756,3.30653272913795
"30","Train",5.35176803960498,5.4271,0.181623217780823,0.272425525101805,0.978990751401357,2.55026243690012
"31","Train",5.40067500087897,5.3041,0.156867006166722,0.235976245348868,0.984820301375207,2.35977513249189
"32","Train",5.31204650433871,5.1661,0.20608882847999,0.252333231200663,0.979923628670756,3.30653272913795
"33","Train",5.18932158651265,5.0738,0.181623217780823,0.272425525101805,0.978990751401357,2.55026243690012
"34","Train",5.01358561422718,4.9936,0.156867006166722,0.235976245348868,0.984820301375207,2.35977513249189
"35","Train",4.88892747606149,4.823,0.20608882847999,0.252333231200663,0.979923628670756,3.30653272913795
"36","Train",4.7632867275808,4.6334,0.181623217780823,0.272425525101805,0.978990751401357,2.55026243690012
"37","Train",4.63616993773419,4.5251,0.156867006166722,0.235976245348868,0.984820301375207,2.35977513249189
