,Date_GMT,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12
,,0.5m,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,12m
139,06/01/2011 18:00,3.041530155,3.232672682,3.538556454,3.588892812,3.604876989,3.610526004,3.669437677,3.672875913,3.673769776,3.679925152,3.696018221,3.981518908
140,06/01/2011 19:00,3.039609238,3.229739438,3.538010231,3.587421584,3.60424289,3.610134059,3.66981451,3.673559631,3.674437521,3.680059349,3.69236615,3.982761877
141,06/01/2011 20:00,3.041513489,3.228508133,3.53883426,3.588090657,3.604411197,3.610848344,3.671068517,3.674625768,3.675311727,3.679826407,3.688287197,3.981171268
142,06/01/2011 21:00,3.034489212,3.222624782,3.537198737,3.585787486,3.603153152,3.60993271,3.669126231,3.672546575,3.674153161,3.677413872,3.685434599,3.980284294
143,06/01/2011 22:00,3.032003535,3.217327809,3.535561898,3.584873924,3.5990168,3.606690103,3.667389695,3.668811467,3.673068815,3.676801797,3.681782828,3.979691925
144,06/01/2011 23:00,3.034457332,3.21853898,3.536103829,3.584280083,3.598324127,3.604532957,3.664937037,3.660660891,3.671932427,3.676722926,3.682481121,3.981522254
145,07/01/2011 00:00,3.049026643,3.228638576,3.543595257,3.587413155,3.601958061,3.604721567,3.662619837,3.652370885,3.670585373,3.67703823,3.683243545,3.988588264
146,07/01/2011 01:00,3.070833484,3.253102311,3.554364142,3.593017923,3.607109406,3.607497571,3.659550151,3.643771594,3.670783374,3.678423747,3.684047211,3.997188147
147,07/01/2011 02:00,3.091357461,3.278977823,3.56467599,3.594048128,3.613027976,3.609783048,3.652313214,3.63344256,3.669964213,3.676225263,3.684399053,4.004691284
148,07/01/2011 03:00,3.092846885,3.285702322,3.561571411,3.583376782,3.606252324,3.604853439,3.63949323,3.622481981,3.666212767,3.670891517,3.683330051,4.007200705
149,07/01/2011 04:00,3.093289742,3.282960419,3.552942197,3.573081751,3.595625244,3.600346002,3.631850768,3.619740936,3.661625064,3.66902369,3.682097449,4.007330925
150,07/01/2011 05:00,3.087044489,3.272461526,3.548368103,3.565959999,3.587307347,3.597590855,3.626173309,3.617014983,3.654262901,3.666932412,3.681424184,4.005584015
151,07/01/2011 06:00,3.067790432,3.257459129,3.542192031,3.559776205,3.579235485,3.588304378,3.616213574,3.61205955,3.645829459,3.664495571,3.680486267,4.000658837
152,07/01/2011 07:00,3.040505178,3.245467488,3.532114769,3.553706437,3.572937658,3.582019088,3.60816662,3.613796128,3.643919668,3.665076223,3.68277495,3.999657958
153,07/01/2011 08:00,3.026974732,3.238786161,3.527348335,3.554166935,3.564621252,3.577920263,3.603580125,3.61757742,3.645990663,3.668496439,3.68621666,3.999135749
154,07/01/2011 09:00,3.040776384,3.250776443,3.531485828,3.564551543,3.566190403,3.578989445,3.61221416,3.628274414,3.650711084,3.670672721,3.691486203,3.997992825
155,07/01/2011 10:00,3.048589721,3.264630236,3.538168969,3.570424202,3.570752216,3.578470118,3.617045718,3.636362897,3.654228032,3.671492492,3.694589334,3.996417947
156,07/01/2011 11:00,3.036704252,3.262172072,3.539219857,3.563504219,3.562511565,3.567999816,3.602970141,3.633049647,3.655029646,3.668998288,3.697437525,3.991242701
157,07/01/2011 12:00,3.044026943,3.267965433,3.544307947,3.562512912,3.55591428,3.561886944,3.604557463,3.632014179,3.658412525,3.670016824,3.70146685,3.987123261
158,07/01/2011 13:00,3.052359082,3.275263833,3.558351942,3.56919516,3.559053639,3.563226044,3.610610279,3.627825034,3.660994592,3.673284447,3.705169832,3.983727822
159,07/01/2011 14:00,3.056773946,3.284716833,3.573422211,3.580189315,3.558392732,3.562604208,3.607570724,3.622433256,3.662901704,3.674842879,3.710052922,3.979593793
160,07/01/2011 15:00,3.062777349,3.29964283,3.586400262,3.588191385,3.562961379,3.567480317,3.611253676,3.625163715,3.670497813,3.676936665,3.713869106,3.977527672
161,07/01/2011 16:00,3.063605803,3.308727043,3.601881544,3.595111106,3.567250589,3.57084603,3.610584759,3.62263502,3.674883185,3.676341823,3.715133452,3.973308749
